id,character_id,name,is_default,sort_order,image_url,image_local_url,combat_type,side,gender,species,tags,source_url
dazzler,dazzler,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/dazzler.png,/mff-assets/uniforms/dazzler.webp,Blast,Hero,Female,Mutant,"{""Energy Projection"",""Energy"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/dazzler/skills
dazzler1,dazzler,X-Song,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/dazzler1.png,/mff-assets/uniforms/dazzler1.webp,Blast,Hero,Female,Mutant,"{""Energy Projection"",""Energy"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/dazzler1/skills
deadpool,deadpool,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/deadpool.png,/mff-assets/uniforms/deadpool.webp,Speed,Hero,Male,Mutant,"{""Healing"",""Weapons Master"",""Physical"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/deadpool/skills
deadpool4,deadpool,30th Anniversary Black Version,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/deadpool4.png,/mff-assets/uniforms/deadpool4.webp,Speed,Hero,Male,Mutant,"{""Healing"",""Weapons Master"",""Physical"",""Instinct:Order"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/deadpool4/skills
deadpool5,deadpool,30th Anniversary White Version,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/deadpool5.png,/mff-assets/uniforms/deadpool5.webp,Speed,Hero,Male,Mutant,"{""Healing"",""Weapons Master"",""Physical"",""Instinct:Order"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/deadpool5/skills
deadpool6,deadpool,April Pools,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/deadpool6.png,/mff-assets/uniforms/deadpool6.webp,Speed,Hero,Male,Mutant,"{""Healing"",""Weapons Master"",""Physical"",""Instinct:Order"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/deadpool6/skills
deadpool3,deadpool,Holiday Party,false,4,https://thanosvibs.money/images-thumbnails/portraits/md/deadpool3.png,/mff-assets/uniforms/deadpool3.webp,Speed,Hero,Female,Mutant,"{""Healing"",""Weapons Master"",""Physical"",""Instinct:Order"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/deadpool3/skills
deadpool2,deadpool,Lady Deadpool,false,5,https://thanosvibs.money/images-thumbnails/portraits/md/deadpool2.png,/mff-assets/uniforms/deadpool2.webp,Speed,Hero,Female,Mutant,"{""Healing"",""Weapons Master"",""Physical"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/deadpool2/skills
deadpool8,deadpool,Marvel Studios' Deadpool & Wolverine,false,6,https://thanosvibs.money/images-thumbnails/portraits/md/deadpool8.png,/mff-assets/uniforms/deadpool8.webp,Speed,Hero,Male,Mutant,"{""Healing"",""Weapons Master"",""Physical"",""Instinct:Order"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/deadpool8/skills
deadpool7,deadpool,Marvel Studios' Deadpool & Wolverine · Nicepool,false,7,https://thanosvibs.money/images-thumbnails/portraits/md/deadpool7.png,/mff-assets/uniforms/deadpool7.webp,Speed,Hero,Male,Mutant,"{""Healing"",""Weapons Master"",""Physical"",""Instinct:Order"",""Source:Mcu"",""Tier-4"",""Tier-3"",""Alias:Nicepool""}",https://thanosvibs.money/api/characters/deadpool7/skills
deadpool1,deadpool,X-Force,false,8,https://thanosvibs.money/images-thumbnails/portraits/md/deadpool1.png,/mff-assets/uniforms/deadpool1.webp,Speed,Hero,Male,Mutant,"{""Healing"",""Weapons Master"",""Physical"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/deadpool1/skills
deathlok,deathlok,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/deathlok.png,/mff-assets/uniforms/deathlok.webp,Combat,Hero,Male,Human,"{""Machine"",""Agent"",""Physical"",""Energy"",""Instinct:Justice"",""Source:Tv""}",https://thanosvibs.money/api/characters/deathlok/skills
deathlok1,deathlok,Modern,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/deathlok1.png,/mff-assets/uniforms/deathlok1.webp,Blast,Hero,Male,Human,"{""Machine"",""Agent"",""Physical"",""Energy"",""Instinct:Justice"",""Source:Comic""}",https://thanosvibs.money/api/characters/deathlok1/skills
destroyer,destroyer,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/destroyer.png,/mff-assets/uniforms/destroyer.webp,Universal,Neutral,Neutral,Creature,"{""Flame"",""Machine"",""Energy"",""Physical"",""Fire"",""Instinct:Destruction"",""Source:Mcu"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/destroyer/skills
destroyer1,destroyer,Prometheus,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/destroyer1.png,/mff-assets/uniforms/destroyer1.webp,Universal,Neutral,Neutral,Creature,"{""Energy Projection"",""Machine"",""Energy"",""Physical"",""Instinct:Destruction"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/destroyer1/skills
destroyer2,destroyer,The Mighty Thor,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/destroyer2.png,/mff-assets/uniforms/destroyer2.webp,Universal,Neutral,Neutral,Creature,"{""Energy Projection"",""Machine"",""Energy"",""Lightning"",""Instinct:Destruction"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/destroyer2/skills
doctordoom,doctordoom,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/doctordoom.png,/mff-assets/uniforms/doctordoom.webp,Universal,Villain,Male,Human,"{""Pure Evil"",""Magic"",""Energy"",""Fire"",""Instinct:Cruelty"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/doctordoom/skills
doctordoom1,doctordoom,3099,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/doctordoom1.png,/mff-assets/uniforms/doctordoom1.webp,Universal,Villain,Male,Human,"{""Pure Evil"",""Magic"",""Energy"",""Instinct:Cruelty"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/doctordoom1/skills
doctordoom2,doctordoom,God Emperor,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/doctordoom2.png,/mff-assets/uniforms/doctordoom2.webp,Universal,Villain,Male,Human,"{""Pure Evil"",""Magic"",""Energy"",""Instinct:Cruelty"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/doctordoom2/skills
doctoroctopus,doctoroctopus,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/doctoroctopus.png,/mff-assets/uniforms/doctoroctopus.webp,Combat,Villain,Male,Human,"{""Machine"",""Durability"",""Sinister Six"",""Physical"",""Lightning"",""Mind"",""Instinct:Cruelty"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/doctoroctopus/skills
doctoroctopus4,doctoroctopus,Ends of the Earth,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/doctoroctopus4.png,/mff-assets/uniforms/doctoroctopus4.webp,Combat,Villain,Male,Human,"{""Machine"",""Durability"",""Sinister Six"",""Physical"",""Lightning"",""Mind"",""Instinct:Cruelty"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/doctoroctopus4/skills
doctoroctopus3,doctoroctopus,Spider-Man: No Way Home,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/doctoroctopus3.png,/mff-assets/uniforms/doctoroctopus3.webp,Combat,Villain,Male,Human,"{""Machine"",""Durability"",""Sinister Six"",""Physical"",""Lightning"",""Mind"",""Instinct:Cruelty"",""Source:Mcu"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/doctoroctopus3/skills
doctoroctopus2,doctoroctopus,Superior Octopus,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/doctoroctopus2.png,/mff-assets/uniforms/doctoroctopus2.webp,Speed,Villain,Male,Human,"{""Machine"",""Agility"",""Sinister Six"",""Physical"",""Lightning"",""Mind"",""Instinct:Cruelty"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/doctoroctopus2/skills
doctoroctopus1,doctoroctopus,Superior Spider-Man,false,4,https://thanosvibs.money/images-thumbnails/portraits/md/doctoroctopus1.png,/mff-assets/uniforms/doctoroctopus1.webp,Combat,Hero,Male,Human,"{""Machine"",""Spider-Sense"",""Agility"",""Physical"",""Energy"",""Lightning"",""Mind"",""Instinct:Cruelty"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/doctoroctopus1/skills
doctorstrange,doctorstrange,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/doctorstrange.png,/mff-assets/uniforms/doctorstrange.webp,Blast,Hero,Male,Human,"{""Magic"",""Fast Movement"",""Energy"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/doctorstrange/skills
doctorstrange5,doctorstrange,Death of Doctor Strange,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/doctorstrange5.png,/mff-assets/uniforms/doctorstrange5.webp,Blast,Hero,Male,Human,"{""Magic"",""Fast Movement"",""Energy"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/doctorstrange5/skills
doctorstrange2,doctorstrange,Marvel Studios' Avengers: Infinity War,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/doctorstrange2.png,/mff-assets/uniforms/doctorstrange2.webp,Blast,Hero,Male,Human,"{""Magic"",""Fast Movement"",""Energy"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/doctorstrange2/skills
doctorstrange1,doctorstrange,Marvel Studios' Doctor Strange,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/doctorstrange1.png,/mff-assets/uniforms/doctorstrange1.webp,Blast,Hero,Male,Human,"{""Magic"",""Fast Movement"",""Energy"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/doctorstrange1/skills
doctorstrange4,doctorstrange,Marvel Studios' Doctor Strange 2,false,4,https://thanosvibs.money/images-thumbnails/portraits/md/doctorstrange4.png,/mff-assets/uniforms/doctorstrange4.webp,Blast,Hero,Male,Human,"{""Magic"",""Fast Movement"",""Energy"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/doctorstrange4/skills
doctorstrange3,doctorstrange,Space Suit,false,5,https://thanosvibs.money/images-thumbnails/portraits/md/doctorstrange3.png,/mff-assets/uniforms/doctorstrange3.webp,Blast,Hero,Male,Human,"{""Magic"",""Fast Movement"",""Energy"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/doctorstrange3/skills
doctorstrange6,doctorstrange,What If... Zombies?!,false,6,https://thanosvibs.money/images-thumbnails/portraits/md/doctorstrange6.png,/mff-assets/uniforms/doctorstrange6.webp,Blast,Villain,Male,Human,"{""Magic"",""Fast Movement"",""Zombie"",""Energy"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/doctorstrange6/skills
doctorvoodoo,doctorvoodoo,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/doctorvoodoo.png,/mff-assets/uniforms/doctorvoodoo.webp,Universal,Hero,Male,Human,"{""Magic"",""Command"",""Energy"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/doctorvoodoo/skills
doctorvoodoo2,doctorvoodoo,Savage Avengers,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/doctorvoodoo2.png,/mff-assets/uniforms/doctorvoodoo2.webp,Universal,Hero,Male,Human,"{""Magic"",""Command"",""Energy"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/doctorvoodoo2/skills
doctorvoodoo1,doctorvoodoo,Strange Academy,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/doctorvoodoo1.png,/mff-assets/uniforms/doctorvoodoo1.webp,Universal,Hero,Male,Human,"{""Magic"",""Command"",""Energy"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/doctorvoodoo1/skills
domino,domino,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/domino.png,/mff-assets/uniforms/domino.webp,Speed,Hero,Female,Mutant,"{""Agility"",""Weapons Master"",""Physical"",""Instinct:Order"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/domino/skills
domino2,domino,Krakoa X-Force,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/domino2.png,/mff-assets/uniforms/domino2.webp,Speed,Hero,Female,Mutant,"{""Agility"",""Weapons Master"",""Physical"",""Instinct:Order"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/domino2/skills
domino1,domino,Marvel NOW!,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/domino1.png,/mff-assets/uniforms/domino1.webp,Speed,Hero,Female,Mutant,"{""Agility"",""Weapons Master"",""Physical"",""Instinct:Order"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/domino1/skills
dormammu,dormammu,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/dormammu.png,/mff-assets/uniforms/dormammu.webp,Universal,Villain,Male,Other,"{""Magic"",""Pure Evil"",""Energy"",""Fire"",""Instinct:Destruction"",""Source:Comic"",""Tier-3""}",https://thanosvibs.money/api/characters/dormammu/skills
dormammu1,dormammu,Damnation,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/dormammu1.png,/mff-assets/uniforms/dormammu1.webp,Universal,Villain,Male,Other,"{""Magic"",""Pure Evil"",""Energy"",""Fire"",""Instinct:Destruction"",""Source:Comic"",""Tier-3""}",https://thanosvibs.money/api/characters/dormammu1/skills
drax,drax,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/drax.png,/mff-assets/uniforms/drax.webp,Combat,Hero,Male,Alien,"{""Healing"",""Physical"",""Instinct:Order"",""Source:Mcu"",""Transcended""}",https://thanosvibs.money/api/characters/drax/skills
drax1,drax,"All-New, All-Different",false,1,https://thanosvibs.money/images-thumbnails/portraits/md/drax1.png,/mff-assets/uniforms/drax1.webp,Combat,Hero,Male,Alien,"{""Healing"",""Physical"",""Instinct:Order"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/drax1/skills
drax2,drax,Classic,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/drax2.png,/mff-assets/uniforms/drax2.webp,Combat,Hero,Male,Alien,"{""Healing"",""Physical"",""Instinct:Order"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/drax2/skills
ebonymaw,ebonymaw,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/ebonymaw.png,/mff-assets/uniforms/ebonymaw.webp,Universal,Villain,Male,Alien,"{""Pure Evil"",""Mind Resist"",""Black Order"",""Physical"",""Energy"",""Mind"",""Instinct:Destruction"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/ebonymaw/skills
ebonymaw2,ebonymaw,Dark Obsidian Armor,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/ebonymaw2.png,/mff-assets/uniforms/ebonymaw2.webp,Blast,Villain,Male,Alien,"{""Pure Evil"",""Mind Resist"",""Black Order"",""Energy"",""Mind"",""Instinct:Destruction"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/ebonymaw2/skills
ebonymaw3,ebonymaw,General's Hand,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/ebonymaw3.png,/mff-assets/uniforms/ebonymaw3.webp,Blast,Villain,Male,Alien,"{""Pure Evil"",""Mind Resist"",""Black Order"",""Energy"",""Mind"",""Instinct:Destruction"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/ebonymaw3/skills
ebonymaw1,ebonymaw,Marvel Studios' Avengers: Infinity War,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/ebonymaw1.png,/mff-assets/uniforms/ebonymaw1.webp,Universal,Villain,Male,Alien,"{""Pure Evil"",""Mind Resist"",""Black Order"",""Physical"",""Energy"",""Mind"",""Instinct:Destruction"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/ebonymaw1/skills
echo,echo,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/echo.png,/mff-assets/uniforms/echo.webp,Blast,Hero,Female,Human,"{""Phoenix Force"",""Agility"",""Physical"",""Fire"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Transcended""}",https://thanosvibs.money/api/characters/echo/skills
echo2,echo,Marvel Studios' Echo,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/echo2.png,/mff-assets/uniforms/echo2.webp,Speed,Hero,Female,Human,"{""Agility"",""Physical"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Transcended"",""Alias:Maya Lopez (Echo)""}",https://thanosvibs.money/api/characters/echo2/skills
echo1,echo,Marvel Studios' Hawkeye,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/echo1.png,/mff-assets/uniforms/echo1.webp,Speed,Hero,Female,Human,"{""Agility"",""Physical"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Transcended"",""Alias:Maya Lopez""}",https://thanosvibs.money/api/characters/echo1/skills
electro,electro,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/electro.png,/mff-assets/uniforms/electro.webp,Speed,Villain,Male,Human,"{""Pure Evil"",""Shock"",""Sinister Six"",""Energy"",""Lightning"",""Mind"",""Instinct:Cruelty"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/electro/skills
electro1,electro,Spider-Man: No Way Home,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/electro1.png,/mff-assets/uniforms/electro1.webp,Speed,Villain,Male,Human,"{""Pure Evil"",""Shock"",""Sinister Six"",""Energy"",""Lightning"",""Mind"",""Instinct:Cruelty"",""Source:Mcu"",""Transcended""}",https://thanosvibs.money/api/characters/electro1/skills
elektra,elektra,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/elektra.png,/mff-assets/uniforms/elektra.webp,Speed,Hero,Female,Human,"{""Weapons Master"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/elektra/skills
elektra3,elektra,Elektra,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/elektra3.png,/mff-assets/uniforms/elektra3.webp,Speed,Hero,Female,Human,"{""Weapons Master"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/elektra3/skills
elektra1,elektra,Marvel Studios' Daredevil,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/elektra1.png,/mff-assets/uniforms/elektra1.webp,Speed,Hero,Female,Human,"{""Weapons Master"",""Physical"",""Instinct:Justice"",""Source:Tv"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/elektra1/skills
elektra2,elektra,Woman Without Fear,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/elektra2.png,/mff-assets/uniforms/elektra2.webp,Speed,Hero,Female,Human,"{""Weapons Master"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/elektra2/skills
elsabloodstone,elsabloodstone,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/elsabloodstone.png,/mff-assets/uniforms/elsabloodstone.webp,Speed,Hero,Female,Human,"{""Weapons Master"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/elsabloodstone/skills
elsabloodstone2,elsabloodstone,Monsters Unleashed! (MFF Variant),false,1,https://thanosvibs.money/images-thumbnails/portraits/md/elsabloodstone2.png,/mff-assets/uniforms/elsabloodstone2.webp,Speed,Hero,Female,Human,"{""Weapons Master"",""Physical"",""Energy"",""Instinct:Justice"",""Source:Original"",""Transcended""}",https://thanosvibs.money/api/characters/elsabloodstone2/skills
elsabloodstone1,elsabloodstone,Secret Wars: Marvel Zombies,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/elsabloodstone1.png,/mff-assets/uniforms/elsabloodstone1.webp,Speed,Hero,Female,Human,"{""Weapons Master"",""Physical"",""Energy"",""Instinct:Justice"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/elsabloodstone1/skills
emmafrost,emmafrost,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/emmafrost.png,/mff-assets/uniforms/emmafrost.webp,Blast,Hero,Female,Mutant,"{""Mind Resist"",""Durability"",""Energy"",""Mind"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/emmafrost/skills
emmafrost3,emmafrost,Hellfire Gala,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/emmafrost3.png,/mff-assets/uniforms/emmafrost3.webp,Blast,Hero,Female,Mutant,"{""Mind Resist"",""Durability"",""Energy"",""Mind"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/emmafrost3/skills
emmafrost1,emmafrost,Marvel NOW!,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/emmafrost1.png,/mff-assets/uniforms/emmafrost1.webp,Blast,Hero,Female,Mutant,"{""Mind Resist"",""Durability"",""Energy"",""Mind"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/emmafrost1/skills
emmafrost2,emmafrost,Phoenix Five,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/emmafrost2.png,/mff-assets/uniforms/emmafrost2.webp,Blast,Villain,Female,Mutant,"{""Mind Resist"",""Durability"",""Phoenix Force"",""Energy"",""Mind"",""Fire"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/emmafrost2/skills
emmafrost4,emmafrost,Summer Queen,false,4,https://thanosvibs.money/images-thumbnails/portraits/md/emmafrost4.png,/mff-assets/uniforms/emmafrost4.webp,Blast,Hero,Female,Mutant,"{""Mind Resist"",""Durability"",""Energy"",""Mind"",""Instinct:Order"",""Source:Original"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/emmafrost4/skills
enchantress,enchantress,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/enchantress.png,/mff-assets/uniforms/enchantress.webp,Blast,Villain,Female,Alien,"{""Magic"",""Mind"",""Energy"",""Instinct:Destruction"",""Source:Comic"",""Tier-3""}",https://thanosvibs.money/api/characters/enchantress/skills
enchantress1,enchantress,Summer Days,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/enchantress1.png,/mff-assets/uniforms/enchantress1.webp,Blast,Villain,Female,Alien,"{""Magic"",""Mind"",""Energy"",""Instinct:Destruction"",""Source:Original"",""Tier-3""}",https://thanosvibs.money/api/characters/enchantress1/skills
enchantress2,enchantress,War of the Realms,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/enchantress2.png,/mff-assets/uniforms/enchantress2.webp,Blast,Villain,Female,Alien,"{""Magic"",""Mind"",""Energy"",""Instinct:Destruction"",""Source:Comic"",""Tier-3""}",https://thanosvibs.money/api/characters/enchantress2/skills
exodus,exodus,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/exodus.png,/mff-assets/uniforms/exodus.webp,Universal,Hero,Male,Mutant,"{""Energy Projection"",""Command"",""Energy"",""Instinct:Order"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/exodus/skills
falcon,falcon,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/falcon.png,/mff-assets/uniforms/falcon.webp,Speed,Hero,Male,Human,"{""Fast Movement"",""Leadership"",""Physical"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/falcon/skills
falcon1,falcon,All-New Captain America,false,1,https://thanosvibs.money/images-thumbnails/portraits/md/falcon1.png,/mff-assets/uniforms/falcon1.webp,Speed,Hero,Male,Human,"{""Fast Movement"",""Leadership"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/falcon1/skills
falcon3,falcon,Marvel Legacy,false,2,https://thanosvibs.money/images-thumbnails/portraits/md/falcon3.png,/mff-assets/uniforms/falcon3.webp,Speed,Hero,Male,Human,"{""Fast Movement"",""Leadership"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/falcon3/skills
falcon6,falcon,Marvel Studios' Captain America: Brave New World,false,3,https://thanosvibs.money/images-thumbnails/portraits/md/falcon6.png,/mff-assets/uniforms/falcon6.webp,Speed,Hero,Male,Human,"{""Fast Movement"",""Leadership"",""Command"",""Physical"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3"",""Alias:Captain America (Sam Wilson)""}",https://thanosvibs.money/api/characters/falcon6/skills
falcon2,falcon,Marvel Studios' Captain America: Civil War,false,4,https://thanosvibs.money/images-thumbnails/portraits/md/falcon2.png,/mff-assets/uniforms/falcon2.webp,Speed,Hero,Male,Human,"{""Fast Movement"",""Leadership"",""Physical"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/falcon2/skills
falcon4,falcon,Marvel Studios' The Falcon and the Winter Soldier,false,5,https://thanosvibs.money/images-thumbnails/portraits/md/falcon4.png,/mff-assets/uniforms/falcon4.webp,Speed,Hero,Male,Human,"{""Fast Movement"",""Leadership"",""Command"",""Physical"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3"",""Alias:Captain America (Sam Wilson)""}",https://thanosvibs.money/api/characters/falcon4/skills
falcon5,falcon,What If... Zombies?!,false,6,https://thanosvibs.money/images-thumbnails/portraits/md/falcon5.png,/mff-assets/uniforms/falcon5.webp,Speed,Villain,Male,Human,"{""Fast Movement"",""Leadership"",""Zombie"",""Physical"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Tier-3""}",https://thanosvibs.money/api/characters/falcon5/skills
joaquintorres,falconjoaquintorres,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/joaquintorres.png,/mff-assets/uniforms/joaquintorres.webp,Speed,Hero,Male,Human,"{""Fast Movement"",""Leadership"",""Physical"",""Instinct:Justice"",""Source:Mcu"",""Tier-3""}",https://thanosvibs.money/api/characters/joaquintorres/skills
fandral,fandral,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/fandral.png,/mff-assets/uniforms/fandral.webp,Speed,Hero,Male,Alien,"{""Agility"",""Physical"",""Instinct:Order"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/fandral/skills
fantomex,fantomex,Default,true,0,https://thanosvibs.money/images-thumbnails/portraits/md/fantomex.png,/mff-assets/uniforms/fantomex.webp,Speed,Hero,Male,Mutant,"{""Agility"",""Weapons Master"",""Physical"",""Instinct:Order"",""Source:Comic"",""Transcended""}",https://thanosvibs.money/api/characters/fantomex/skills
