id,name,portrait_url,portrait_local_url,combat_type,side,gender,species,tags,source,source_url
falconjoaquintorres,Falcon (Joaquin Torres),https://thanosvibs.money/static/assets/portraits_128/joaquintorres.png,/mff-assets/characters/joaquintorres.webp,Speed,Hero,Male,Human,"{""Fastmovement"",""Leadership"",""Physical"",""Instinct:Justice"",""Source:Mcu"",""Tier-3"",""artifact-data""}",thanosvibs,https://thanosvibs.money
fandral,Fandral,https://thanosvibs.money/static/assets/portraits_128/fandral.png,/mff-assets/characters/fandral.webp,Speed,Hero,Male,Alien,"{""Agility"",""Physical"",""Instinct:Order"",""Source:Comic"",""Transcended"",""artifact-data""}",thanosvibs,https://thanosvibs.money
fantomex,Fantomex,https://thanosvibs.money/static/assets/portraits_128/fantomex.png,/mff-assets/characters/fantomex.webp,Speed,Hero,Male,Mutant,"{""Agility"",""Weaponsmaster"",""Physical"",""Instinct:Order"",""Source:Comic"",""Transcended"",""artifact-data""}",thanosvibs,https://thanosvibs.money
franklinrichards,Franklin Richards,https://thanosvibs.money/static/assets/portraits_128/franklinrichards.png,/mff-assets/characters/franklinrichards.webp,Universal,Hero,Male,Human,"{""Energyprojection"",""Mind"",""Fantasticfour"",""Energy"",""Instinct:Justice"",""Source:Comic"",""Transcended"",""lead-support-data"",""artifact-data""}",thanosvibs,https://thanosvibs.money
gambit,Gambit,https://thanosvibs.money/static/assets/portraits_128/gambit2.png,/mff-assets/characters/gambit2.webp,Blast,Hero,Male,Mutant,"{""Agility"",""Mind"",""Energy"",""Instinct:Order"",""Source:Original"",""Tier-4"",""Transcended"",""Physical"",""Source:Comic"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
gamora,Gamora,https://thanosvibs.money/static/assets/portraits_128/gamora5.png,/mff-assets/characters/gamora5.webp,Speed,Hero,Female,Alien,"{""Agility"",""Weaponsmaster"",""Guardiansofthegalaxy"",""Physical"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Transcended"",""Source:Mcu"",""Energy"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
ghost,Ghost,https://thanosvibs.money/static/assets/portraits_128/ghost2.png,/mff-assets/characters/ghost2.webp,Speed,Hero,Female,Human,"{""Weaponsmaster"",""Machine"",""Thunderbolts"",""Energy"",""Instinct:Cruelty"",""Source:Mcu"",""Tier-3"",""Source:Comic"",""Physical"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
ghostpanther,Ghost Panther,https://thanosvibs.money/static/assets/portraits_128/ghostpanther.png,/mff-assets/characters/ghostpanther.webp,Universal,Hero,Male,Human,"{""Agility"",""Flame"",""Infinitywarps"",""Physical"",""Fire"",""Instinct:Justice"",""Source:Comic"",""Transcended"",""artifact-data""}",thanosvibs,https://thanosvibs.money
ghostrider,Ghost Rider,https://thanosvibs.money/static/assets/portraits_128/ghostrider5.png,/mff-assets/characters/ghostrider5.webp,Universal,Hero,Male,Human,"{""Leadership"",""Flame"",""Energy"",""Fire"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3"",""Physical"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
ghostriderrobbiereyes,Ghost Rider (Robbie Reyes),https://thanosvibs.money/static/assets/portraits_128/robbiereyes1.png,/mff-assets/characters/robbiereyes1.webp,Universal,Hero,Male,Human,"{""Fastmovement"",""Flame"",""Energy"",""Fire"",""Instinct:Justice"",""Source:Comic"",""Transcended"",""lead-support-data"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
giantman,Giant-Man,https://thanosvibs.money/static/assets/portraits_128/giantman2.png,/mff-assets/characters/giantman2.webp,Universal,Villain,Male,Human,"{""Strong"",""Energy"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Transcended"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
gilgamesh,Gilgamesh,https://thanosvibs.money/static/assets/portraits_128/gilgamesh1.png,/mff-assets/characters/gilgamesh1.webp,Combat,Hero,Male,Alien,"{""Strong"",""Eternals"",""Physical"",""Instinct:Order"",""Source:Mcu"",""Transcended"",""Source:Comic"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
gladiator,Gladiator,https://thanosvibs.money/static/assets/portraits_128/gladiator1.png,/mff-assets/characters/gladiator1.webp,Combat,Hero,Male,Alien,"{""Annihilators"",""Strong"",""Leadership"",""Physical"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3"",""Cold"",""Fire"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
goliath,Goliath,https://thanosvibs.money/static/assets/portraits_128/goliath.png,/mff-assets/characters/goliath.webp,Combat,Hero,Male,Human,"{""Strong"",""Durability"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Transcended"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
gorgon,Gorgon,https://thanosvibs.money/static/assets/portraits_128/gorgon.png,/mff-assets/characters/gorgon.webp,Combat,Hero,Male,Inhuman,"{""Strong"",""Physical"",""Instinct:Order"",""Source:Comic"",""Transcended"",""artifact-data""}",thanosvibs,https://thanosvibs.money
gorillaman,Gorilla-Man,https://thanosvibs.money/static/assets/portraits_128/gorillaman.png,/mff-assets/characters/gorillaman.webp,Combat,Hero,Male,Human,"{""Strong"",""Agility"",""Weaponsmaster"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Transcended"",""artifact-data""}",thanosvibs,https://thanosvibs.money
gorr,Gorr,https://thanosvibs.money/static/assets/portraits_128/gorr1.png,/mff-assets/characters/gorr1.webp,Universal,Villain,Male,Alien,"{""Healing"",""Pureevil"",""Fastmovement"",""Physical"",""Instinct:Destruction"",""Source:Mcu"",""Tier-3"",""artifact-data""}",thanosvibs,https://thanosvibs.money
greengoblin,Green Goblin,https://thanosvibs.money/static/assets/portraits_128/greengoblin4.png,/mff-assets/characters/greengoblin4.webp,Speed,Villain,Male,Human,"{""Poison"",""Fastmovement"",""Sinistersix"",""Energy"",""Fire"",""Instinct:Cruelty"",""Source:Comic"",""Tier-3"",""Flame"",""Physical"",""Darkavengers"",""Machine"",""Energyprojection"",""Source:Mcu"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
groot,Groot,https://thanosvibs.money/static/assets/portraits_128/groot6.png,/mff-assets/characters/groot6.webp,Combat,Hero,Male,Alien,"{""Healing"",""Guardiansofthegalaxy"",""Physical"",""Instinct:Order"",""Source:Original"",""Tier-4"",""Tier-3"",""Source:Mcu"",""Lightning"",""Source:Comic"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
gwenpool,Gwenpool,https://thanosvibs.money/static/assets/portraits_128/gwenpool4.png,/mff-assets/characters/gwenpool4.webp,Speed,Villain,Female,Human,"{""Agility"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3"",""Cold"",""Source:Original"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
hadespluto,Hades (Pluto),https://thanosvibs.money/static/assets/portraits_128/hades.png,/mff-assets/characters/hades.webp,Universal,Villain,Male,Alien,"{""Hellfire"",""Pureevil"",""Olympus"",""Energy"",""Fire"",""Instinct:Destruction"",""Source:Comic"",""Tier-4"",""Tier-3"",""artifact-data""}",thanosvibs,https://thanosvibs.money
havok,Havok,https://thanosvibs.money/static/assets/portraits_128/havok.png,/mff-assets/characters/havok.webp,Blast,Hero,Male,Mutant,"{""Energyprojection"",""Energy"",""Instinct:Order"",""Source:Comic"",""Tier-3"",""artifact-data""}",thanosvibs,https://thanosvibs.money
hawkeye,Hawkeye,https://thanosvibs.money/static/assets/portraits_128/hawkeye6.png,/mff-assets/characters/hawkeye6.webp,Speed,Hero,Male,Human,"{""Weaponsmaster"",""Agent"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3"",""Source:Mcu"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
hawkeyekatebishop,Hawkeye (Kate Bishop),https://thanosvibs.money/static/assets/portraits_128/katebishop2.png,/mff-assets/characters/katebishop2.webp,Speed,Hero,Female,Human,"{""Agility"",""Agent"",""Youngavengers"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Transcended"",""Source:Mcu"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
heimdall,Heimdall,https://thanosvibs.money/static/assets/portraits_128/heimdall1.png,/mff-assets/characters/heimdall1.webp,Universal,Hero,Male,Alien,"{""Strong"",""Leadership"",""Physical"",""Instinct:Order"",""Source:Comic"",""Transcended"",""Source:Mcu"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
hela,Hela,https://thanosvibs.money/static/assets/portraits_128/hela3.png,/mff-assets/characters/hela3.webp,Universal,Villain,Female,Alien,"{""Command"",""Pureevil"",""Energy"",""Instinct:Destruction"",""Source:Mcu"",""Tier-4"",""Tier-3"",""Source:Comic"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
hellcat,Hellcat,https://thanosvibs.money/static/assets/portraits_128/hellcat.png,/mff-assets/characters/hellcat.webp,Speed,Hero,Female,Human,"{""Agility"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Transcended"",""artifact-data""}",thanosvibs,https://thanosvibs.money
hellstorm,Hellstorm,https://thanosvibs.money/static/assets/portraits_128/hellstorm1.png,/mff-assets/characters/hellstorm1.webp,Universal,Hero,Male,Human,"{""Magic"",""Flame"",""Energy"",""Fire"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Transcended"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
hercules,Hercules,https://thanosvibs.money/static/assets/portraits_128/hercules.png,/mff-assets/characters/hercules.webp,Combat,Hero,Male,Alien,"{""Strong"",""Leadership"",""Olympus"",""Physical"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3"",""artifact-data""}",thanosvibs,https://thanosvibs.money
hogun,Hogun,https://thanosvibs.money/static/assets/portraits_128/hogun.png,/mff-assets/characters/hogun.webp,Combat,Hero,Male,Alien,"{""Strong"",""Physical"",""Instinct:Order"",""Source:Comic"",""Transcended"",""artifact-data""}",thanosvibs,https://thanosvibs.money
hopesummers,Hope Summers,https://thanosvibs.money/static/assets/portraits_128/hopesummers.png,/mff-assets/characters/hopesummers.webp,Combat,Hero,Female,Mutant,"{""Phoenixforce"",""Strong"",""Physical"",""Instinct:Order"",""Source:Comic"",""Transcended"",""lead-support-data"",""artifact-data""}",thanosvibs,https://thanosvibs.money
hulk,Hulk,https://thanosvibs.money/static/assets/portraits_128/hulk8.png,/mff-assets/characters/hulk8.webp,Combat,Villain,Male,Human,"{""Gammaradiation"",""Durability"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3"",""Source:Mcu"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
hulkamadeuscho,Hulk (Amadeus Cho),https://thanosvibs.money/static/assets/portraits_128/amadeuscho.png,/mff-assets/characters/amadeuscho.webp,Combat,Hero,Male,Human,"{""Gammaradiation"",""Durability"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Transcended"",""Source:Original"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
hulkbuster,Hulkbuster,https://thanosvibs.money/static/assets/portraits_128/hulkbuster4.png,/mff-assets/characters/hulkbuster4.webp,Combat,Hero,Male,Creature,"{""Strong"",""Machine"",""Physical"",""Energy"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Transcended"",""uniform-data""}",thanosvibs,https://thanosvibs.money
hulkbusterironmanmark43,Hulkbuster (Iron Man Mark 43),https://thanosvibs.money/static/assets/portraits_128/hulkbuster1.png,/mff-assets/characters/hulkbuster1.webp,Combat,Hero,Male,Creature,"{""Strong"",""Machine"",""Physical"",""Energy"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Transcended"",""uniform-data""}",thanosvibs,https://thanosvibs.money
hulkbusterironmanmark44,Hulkbuster (Iron Man Mark 44),https://thanosvibs.money/static/assets/portraits_128/hulkbuster.png,/mff-assets/characters/hulkbuster.webp,Combat,Hero,Male,Creature,"{""Strong"",""Machine"",""Physical"",""Energy"",""Instinct:Order"",""Source:Mcu"",""Tier-4"",""Transcended"",""Source:Original"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
hulkbuster20,Hulkbuster 2.0,https://thanosvibs.money/static/assets/portraits_128/hulkbuster2.png,/mff-assets/characters/hulkbuster2.webp,Combat,Hero,Male,Creature,"{""Strong"",""Machine"",""Physical"",""Energy"",""Instinct:Order"",""Source:Mcu"",""Tier-4"",""Transcended"",""uniform-data""}",thanosvibs,https://thanosvibs.money
hulkling,Hulkling,https://thanosvibs.money/static/assets/portraits_128/hulkling.png,/mff-assets/characters/hulkling.webp,Combat,Hero,Male,Alien,"{""Strong"",""Durability"",""Physical"",""Energy"",""Instinct:Order"",""Source:Comic"",""Transcended"",""artifact-data""}",thanosvibs,https://thanosvibs.money
humantorch,Human Torch,https://thanosvibs.money/static/assets/portraits_128/humantorch4.png,/mff-assets/characters/humantorch4.webp,Blast,Hero,Male,Human,"{""Flame"",""Fastmovement"",""Fantasticfour"",""Energy"",""Fire"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Transcended"",""Source:Comic"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
hydroman,Hydro-Man,https://thanosvibs.money/static/assets/portraits_128/hydroman.png,/mff-assets/characters/hydroman.webp,Blast,Villain,Male,Human,"{""Pureevil"",""Energy"",""Instinct:Cruelty"",""Source:Mcu"",""Transcended"",""artifact-data""}",thanosvibs,https://thanosvibs.money
hyperion,Hyperion,https://thanosvibs.money/static/assets/portraits_128/hyperion2.png,/mff-assets/characters/hyperion2.webp,Universal,Hero,Male,Alien,"{""Leadership"",""Eternals"",""Phoenixforce"",""Energy"",""Fire"",""Instinct:Order"",""Source:Comic"",""Tier-3"",""Energyprojection"",""Physical"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
iceman,Iceman,https://thanosvibs.money/static/assets/portraits_128/iceman2.png,/mff-assets/characters/iceman2.webp,Blast,Hero,Male,Mutant,"{""Chill"",""Coldblooded"",""Energy"",""Cold"",""Instinct:Order"",""Source:Original"",""Tier-3"",""Source:Comic"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
ikaris,Ikaris,https://thanosvibs.money/static/assets/portraits_128/ikaris1.png,/mff-assets/characters/ikaris1.webp,Universal,Hero,Male,Alien,"{""Energyprojection"",""Leadership"",""Eternals"",""Energy"",""Instinct:Order"",""Source:Mcu"",""Tier-3"",""Source:Comic"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
ikon,Ikon,https://thanosvibs.money/static/assets/portraits_128/ikon.png,/mff-assets/characters/ikon.webp,Speed,Hero,Female,Alien,"{""Agility"",""Energyprojection"",""Annihilators"",""Energy"",""Instinct:Order"",""Source:Comic"",""Transcended"",""artifact-data""}",thanosvibs,https://thanosvibs.money
inferno,Inferno,https://thanosvibs.money/static/assets/portraits_128/inferno1.png,/mff-assets/characters/inferno1.webp,Blast,Hero,Male,Inhuman,"{""Flame"",""Energy"",""Fire"",""Instinct:Order"",""Source:Comic"",""Transcended"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
infinityultron,Infinity Ultron,https://thanosvibs.money/static/assets/portraits_128/ultron4.png,/mff-assets/characters/ultron4.webp,Universal,Villain,Male,Other,"{""Machine"",""Pureevil"",""Energy"",""Instinct:Destruction"",""Source:Mcu"",""Tier-4"",""Tier-3"",""uniform-data""}",thanosvibs,https://thanosvibs.money
invisiblewoman,Invisible Woman,https://thanosvibs.money/static/assets/portraits_128/invisiblewoman4.png,/mff-assets/characters/invisiblewoman4.webp,Blast,Hero,Female,Human,"{""Energyprojection"",""Fantasticfour"",""Energy"",""Fire"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Transcended"",""Source:Comic"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
ironfist,Iron Fist,https://thanosvibs.money/static/assets/portraits_128/ironfist4.png,/mff-assets/characters/ironfist4.webp,Combat,Hero,Male,Human,"{""Agility"",""Healing"",""Defenders"",""Physical"",""Energy"",""Instinct:Justice"",""Source:Original"",""Transcended"",""Source:Comic"",""Source:Tv"",""uniform-data""}",thanosvibs,https://thanosvibs.money
ironhammer,Iron Hammer,https://thanosvibs.money/static/assets/portraits_128/ironhammer.png,/mff-assets/characters/ironhammer.webp,Universal,Hero,Male,Alien,"{""Machine"",""Shock"",""Infinitywarps"",""Energy"",""Lightning"",""Instinct:Order"",""Source:Comic"",""Transcended"",""artifact-data""}",thanosvibs,https://thanosvibs.money
ironman,Iron Man,https://thanosvibs.money/static/assets/portraits_128/ironman10.png,/mff-assets/characters/ironman10.webp,Blast,Hero,Male,Human,"{""Machine"",""Energyprojection"",""Energy"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3"",""Physical"",""Source:Mcu"",""Source:Original"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
ironheart,Ironheart,https://thanosvibs.money/static/assets/portraits_128/ironheart2.png,/mff-assets/characters/ironheart2.webp,Blast,Hero,Female,Human,"{""Machine"",""Leadership"",""Energy"",""Instinct:Justice"",""Source:Mcu"",""Tier-4"",""Transcended"",""Physical"",""Source:Comic"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
jeangrey,Jean Grey,https://thanosvibs.money/static/assets/portraits_128/jeangrey3.png,/mff-assets/characters/jeangrey3.webp,Universal,Villain,Female,Mutant,"{""Mind"",""Mindresist"",""Phoenixforce"",""Energy"",""Fire"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Tier-3"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
jeffthelandshark,Jeff the Land Shark,https://thanosvibs.money/static/assets/portraits_128/jeffthelandshark.png,/mff-assets/characters/jeffthelandshark.webp,Blast,Hero,Male,Creature,"{""Agility"",""Healing"",""Energy"",""Instinct:Order"",""Source:Collab"",""Tier-4"",""Tier-3"",""lead-support-data"",""artifact-data""}",thanosvibs,https://thanosvibs.money
jessicajones,Jessica Jones,https://thanosvibs.money/static/assets/portraits_128/jessicajones1.png,/mff-assets/characters/jessicajones1.webp,Combat,Hero,Female,Human,"{""Strong"",""Durability"",""Defenders"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Transcended"",""Source:Tv"",""uniform-data""}",thanosvibs,https://thanosvibs.money
jubilee,Jubilee,https://thanosvibs.money/static/assets/portraits_128/jubilee.png,/mff-assets/characters/jubilee.webp,Blast,Hero,Female,Mutant,"{""Energyprojection"",""Energy"",""Instinct:Order"",""Source:Comic"",""Transcended"",""artifact-data""}",thanosvibs,https://thanosvibs.money
juggernaut,Juggernaut,https://thanosvibs.money/static/assets/portraits_128/juggernaut2.png,/mff-assets/characters/juggernaut2.webp,Combat,Hero,Male,Mutant,"{""Strong"",""Durability"",""Pureevil"",""Physical"",""Instinct:Destruction"",""Source:Comic"",""Tier-4"",""Transcended"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
kaecilius,Kaecilius,https://thanosvibs.money/static/assets/portraits_128/kaecilius.png,/mff-assets/characters/kaecilius.webp,Blast,Villain,Male,Human,"{""Magic"",""Agility"",""Physical"",""Instinct:Cruelty"",""Source:Mcu"",""Transcended"",""artifact-data""}",thanosvibs,https://thanosvibs.money
kahhori,Kahhori,https://thanosvibs.money/static/assets/portraits_128/kahhori.png,/mff-assets/characters/kahhori.webp,Blast,Hero,Female,Human,"{""Energyprojection"",""Fastmovement"",""Cosmiccube"",""Energy"",""Instinct:Justice"",""Source:Mcu"",""Transcended"",""artifact-data""}",thanosvibs,https://thanosvibs.money
kangtheconqueror,Kang the Conqueror,https://thanosvibs.money/static/assets/portraits_128/kang1.png,/mff-assets/characters/kang1.webp,Universal,Villain,Male,Human,"{""Pureevil"",""Fastmovement"",""Energy"",""Instinct:Cruelty"",""Source:Comic"",""Tier-4"",""Tier-3"",""Source:Mcu"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
karnak,Karnak,https://thanosvibs.money/static/assets/portraits_128/karnak1.png,/mff-assets/characters/karnak1.webp,Speed,Hero,Male,Inhuman,"{""Heightenedsenses"",""Physical"",""Instinct:Order"",""Source:Comic"",""Transcended"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
katy,Katy,https://thanosvibs.money/static/assets/portraits_128/katy.png,/mff-assets/characters/katy.webp,Speed,Hero,Female,Human,"{""Weaponsmaster"",""Agility"",""Physical"",""Energy"",""Lightning"",""Instinct:Justice"",""Source:Mcu"",""Transcended"",""artifact-data""}",thanosvibs,https://thanosvibs.money
kidkaiju,Kid Kaiju,https://thanosvibs.money/static/assets/portraits_128/kidkaiju1.png,/mff-assets/characters/kidkaiju1.webp,Speed,Hero,Male,Inhuman,"{""Command"",""Physical"",""Fire"",""Instinct:Order"",""Source:Original"",""Transcended"",""Source:Comic"",""lead-support-data"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
kidomega,Kid Omega,https://thanosvibs.money/static/assets/portraits_128/kidomega1.png,/mff-assets/characters/kidomega1.webp,Blast,Hero,Male,Mutant,"{""Phoenixforce"",""Energyprojection"",""Energy"",""Mind"",""Instinct:Order"",""Source:Comic"",""Tier-4"",""Transcended"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
killmonger,Killmonger,https://thanosvibs.money/static/assets/portraits_128/killmonger.png,/mff-assets/characters/killmonger.webp,Combat,Villain,Male,Human,"{""Strong"",""Command"",""Physical"",""Instinct:Cruelty"",""Source:Comic"",""Transcended"",""artifact-data""}",thanosvibs,https://thanosvibs.money
kingo,Kingo,https://thanosvibs.money/static/assets/portraits_128/kingo1.png,/mff-assets/characters/kingo1.webp,Blast,Hero,Male,Alien,"{""Eternals"",""Leadership"",""Energyprojection"",""Energy"",""Instinct:Order"",""Source:Mcu"",""Transcended"",""Source:Comic"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
kingpin,Kingpin,https://thanosvibs.money/static/assets/portraits_128/kingpin3.png,/mff-assets/characters/kingpin3.webp,Combat,Villain,Male,Human,"{""Strong"",""Command"",""Physical"",""Instinct:Cruelty"",""Source:Mcu"",""Tier-4"",""Tier-3"",""Source:Comic"",""Machine"",""Energy"",""Source:Original"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
kittypryde,Kitty Pryde,https://thanosvibs.money/static/assets/portraits_128/kittypryde1.png,/mff-assets/characters/kittypryde1.webp,Speed,Hero,Female,Mutant,"{""Command"",""Weaponsmaster"",""Physical"",""Instinct:Order"",""Source:Comic"",""Tier-3"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
knull,Knull,https://thanosvibs.money/static/assets/portraits_128/knull1.png,/mff-assets/characters/knull1.webp,Universal,Villain,Male,Alien,"{""Symbiote"",""Strong"",""Pureevil"",""Physical"",""Instinct:Destruction"",""Source:Comic"",""Tier-4"",""Tier-3"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
korath,Korath,https://thanosvibs.money/static/assets/portraits_128/korath.png,/mff-assets/characters/korath.webp,Speed,Villain,Male,Alien,"{""Weaponsmaster"",""Pureevil"",""Physical"",""Instinct:Destruction"",""Source:Mcu"",""Transcended"",""artifact-data""}",thanosvibs,https://thanosvibs.money
kraventhehunter,Kraven The Hunter,https://thanosvibs.money/static/assets/portraits_128/kraventhehunter1.png,/mff-assets/characters/kraventhehunter1.webp,Speed,Villain,Male,Human,"{""Weaponsmaster"",""Agility"",""Sinistersix"",""Physical"",""Instinct:Cruelty"",""Source:Comic"",""Transcended"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
lash,Lash,https://thanosvibs.money/static/assets/portraits_128/lash1.png,/mff-assets/characters/lash1.webp,Blast,Villain,Male,Inhuman,"{""Energyprojection"",""Energy"",""Instinct:Destruction"",""Source:Comic"",""Transcended"",""Source:Tv"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
leader,Leader,https://thanosvibs.money/static/assets/portraits_128/leader.png,/mff-assets/characters/leader.webp,Blast,Villain,Male,Human,"{""Mindresist"",""Pureevil"",""Energy"",""Instinct:Cruelty"",""Source:Comic"",""Tier-3"",""artifact-data""}",thanosvibs,https://thanosvibs.money
lincolncampbell,Lincoln Campbell,https://thanosvibs.money/static/assets/portraits_128/lincolncampbell.png,/mff-assets/characters/lincolncampbell.webp,Blast,Hero,Male,Inhuman,"{""Shock"",""Energy"",""Lightning"",""Instinct:Order"",""Source:Tv"",""Transcended"",""artifact-data""}",thanosvibs,https://thanosvibs.money
lizard,Lizard,https://thanosvibs.money/static/assets/portraits_128/lizard.png,/mff-assets/characters/lizard.webp,Combat,Villain,Male,Human,"{""Healing"",""Sinistersix"",""Physical"",""Poison"",""Instinct:Cruelty"",""Source:Comic"",""Transcended"",""artifact-data""}",thanosvibs,https://thanosvibs.money
loki,Loki,https://thanosvibs.money/static/assets/portraits_128/loki8.png,/mff-assets/characters/loki8.webp,Universal,Hero,Male,Alien,"{""Mind"",""Chill"",""Youngavengers"",""Energy"",""Instinct:Destruction"",""Source:Comic"",""Tier-4"",""Tier-3"",""Cold"",""Source:Mcu"",""Physical"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
lukecage,Luke Cage,https://thanosvibs.money/static/assets/portraits_128/lukecage3.png,/mff-assets/characters/lukecage3.webp,Combat,Hero,Male,Human,"{""Strong"",""Durability"",""Defenders"",""Physical"",""Instinct:Justice"",""Source:Comic"",""Transcended"",""Source:Tv"",""uniform-data""}",thanosvibs,https://thanosvibs.money
lunasnow,Luna Snow,https://thanosvibs.money/static/assets/portraits_128/lunasnow5.png,/mff-assets/characters/lunasnow5.webp,Speed,Hero,Female,Human,"{""Leadership"",""Coldblooded"",""Energy"",""Cold"",""Instinct:Justice"",""Source:Collab"",""Tier-4"",""Tier-3"",""Source:Original"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
modok,M.O.D.O.K.,https://thanosvibs.money/static/assets/portraits_128/modok3.png,/mff-assets/characters/modok3.webp,Blast,Villain,Male,Human,"{""Mind"",""Machine"",""Pureevil"",""Energy"",""Instinct:Cruelty"",""Source:Mcu"",""Tier-3"",""Physical"",""Source:Comic"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
mbaku,M'Baku,https://thanosvibs.money/static/assets/portraits_128/mbaku1.png,/mff-assets/characters/mbaku1.webp,Combat,Hero,Male,Human,"{""Leadership"",""Strong"",""Physical"",""Instinct:Justice"",""Source:Mcu"",""Transcended"",""artifact-data""}",thanosvibs,https://thanosvibs.money
madelynepryor,Madelyne Pryor,https://thanosvibs.money/static/assets/portraits_128/madelynepryor1.png,/mff-assets/characters/madelynepryor1.webp,Blast,Villain,Female,Mutant,"{""Chill"",""Mindresist"",""Energy"",""Cold"",""Instinct:Destruction"",""Source:Original"",""Tier-4"",""Tier-3"",""Mind"",""Source:Comic"",""artifact-data"",""uniform-data""}",thanosvibs,https://thanosvibs.money
maestro,Maestro,https://thanosvibs.money/static/assets/portraits_128/hulk1.png,/mff-assets/characters/hulk1.webp,Combat,Villain,Male,Human,"{""Gammaradiation"",""Durability"",""Physical"",""Poison"",""Instinct:Justice"",""Source:Comic"",""Tier-4"",""Tier-3"",""uniform-data""}",thanosvibs,https://thanosvibs.money
