id,appearance_ability_id,stage_id,stage_order,effect_order,source_effect_id,ability_code,effect_name,description,duration,tick,persistent,metadata
appearance-ability:wolverine5:uniform-passive:stage:101257901:0:effect:1012579012:1,appearance-ability:wolverine5:uniform-passive,101257901,1,2,1012579012,41,CHAIN HIT DMG DEALT ↑,Increases Chain Hit damage by 15% when attacking.,,,false,"{""rawDescription"":""Increases Chain Hit damage by <b>15%</b> when attacking.""}"
appearance-ability:wolverine5:uniform-passive:stage:101257901:0:effect:1012579013:2,appearance-ability:wolverine5:uniform-passive,101257901,1,3,1012579013,325,Give Power,Acquires the following effect for $TIME sec.,,,false,"{""rawDescription"":""Acquires the following effect for $TIME sec.""}"
appearance-ability:wolverine5:uniform-passive:stage:101257701:1:effect:1012577011:0,appearance-ability:wolverine5:uniform-passive,101257701,2,1,1012577011,18,HP RECOVERY,Recovers 100% of HP.,1,1,false,"{""rawDescription"":""Recovers <b>100%</b> of HP.""}"
appearance-ability:wolverine6:leader-skill:stage:101252006:0:effect:1012520061:0,appearance-ability:wolverine6:leader-skill,101252006,1,1,1012520061,20,CROWD CONTROL TIME ↓,Decreases Debuff Duration by 30%.,,,false,"{""rawDescription"":""Decreases Debuff Duration by <b>30%</b>.""}"
appearance-ability:wolverine6:passive:stage:121251001:0:effect:1212510011:0,appearance-ability:wolverine6:passive,121251001,1,1,1212510011,103,IGNORE DEFENSE,20% Ignore Defense,,,false,"{""rawDescription"":""<b>20%</b> Ignore Defense""}"
appearance-ability:wolverine6:passive:stage:121251001:0:effect:1212510012:1,appearance-ability:wolverine6:passive,121251001,1,2,1212510012,325,Give Power,Acquires the following effect for $TIME sec.,,,false,"{""rawDescription"":""Acquires the following effect for $TIME sec.""}"
appearance-ability:wolverine6:passive:stage:121251001:0:effect:1212510013:2,appearance-ability:wolverine6:passive,121251001,1,3,1212510013,314,Decreases all basic damage,Decreases basic damage received by 25%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>25%</b>.""}"
appearance-ability:wolverine6:passive:stage:121251101:1:effect:1212511011:0,appearance-ability:wolverine6:passive,121251101,2,1,1212511011,18,HP RECOVERY,Recovers 6% of HP.,1,1,false,"{""rawDescription"":""Recovers <b>6%</b> of HP.""}"
appearance-ability:wolverine6:tier-2-passive:stage:101257801:0:effect:1012578011:0,appearance-ability:wolverine6:tier-2-passive,101257801,1,1,1012578011,44,GUARANTEED CRITICAL RATE ↑,Increases Guaranteed Critical Rate by 50%,,,false,"{""rawDescription"":""Increases Guaranteed Critical Rate by <b>50%</b>""}"
appearance-ability:wolverine6:tier-2-passive:stage:101257801:0:effect:1012578012:1,appearance-ability:wolverine6:tier-2-passive,101257801,1,2,1012578012,7,CRITICAL DAMAGE ↑,Critical Damage increases by 50%.,,,false,"{""rawDescription"":""Critical Damage increases by <b>50%</b>.""}"
appearance-ability:wolverine6:tier-2-passive:stage:101257801:0:effect:1012578013:2,appearance-ability:wolverine6:tier-2-passive,101257801,1,3,1012578013,208,SUPER ARMOR,"Super Armor, increases all Basic Defenses by 50%.",,,false,"{""rawDescription"":""Super Armor, increases all Basic Defenses by <b>50%</b>.""}"
appearance-ability:wolverine6:uniform-passive:stage:121250801:0:effect:1212508011:0,appearance-ability:wolverine6:uniform-passive,121250801,1,1,1212508011,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 40%, increases Bonus Damage by 40%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>40%</b>, increases Bonus Damage by <b>40%</b>.""}"
appearance-ability:wolverine6:uniform-passive:stage:121250801:0:effect:1212508012:1,appearance-ability:wolverine6:uniform-passive,121250801,1,2,1212508012,41,CHAIN HIT DMG DEALT ↑,Increases Chain Hit damage by 15% when attacking.,,,false,"{""rawDescription"":""Increases Chain Hit damage by <b>15%</b> when attacking.""}"
appearance-ability:wolverine6:uniform-passive:stage:121250801:0:effect:1212508013:2,appearance-ability:wolverine6:uniform-passive,121250801,1,3,1212508013,325,Give Power,Acquires the following effect for $TIME sec.,,,false,"{""rawDescription"":""Acquires the following effect for $TIME sec.""}"
appearance-ability:wolverine6:uniform-passive:stage:121250901:1:effect:1212509011:0,appearance-ability:wolverine6:uniform-passive,121250901,2,1,1212509011,18,HP RECOVERY,Recovers 100% of HP.,1,1,false,"{""rawDescription"":""Recovers <b>100%</b> of HP.""}"
appearance-ability:wolverine7:leader-skill:stage:101252006:0:effect:1012520061:0,appearance-ability:wolverine7:leader-skill,101252006,1,1,1012520061,20,CROWD CONTROL TIME ↓,Decreases Debuff Duration by 30%.,,,false,"{""rawDescription"":""Decreases Debuff Duration by <b>30%</b>.""}"
appearance-ability:wolverine7:passive:stage:121251001:0:effect:1212510011:0,appearance-ability:wolverine7:passive,121251001,1,1,1212510011,103,IGNORE DEFENSE,20% Ignore Defense,,,false,"{""rawDescription"":""<b>20%</b> Ignore Defense""}"
appearance-ability:wolverine7:passive:stage:121251001:0:effect:1212510012:1,appearance-ability:wolverine7:passive,121251001,1,2,1212510012,325,Give Power,Acquires the following effect for $TIME sec.,,,false,"{""rawDescription"":""Acquires the following effect for $TIME sec.""}"
appearance-ability:wolverine7:passive:stage:121251001:0:effect:1212510013:2,appearance-ability:wolverine7:passive,121251001,1,3,1212510013,314,Decreases all basic damage,Decreases basic damage received by 25%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>25%</b>.""}"
appearance-ability:wolverine7:passive:stage:121251101:1:effect:1212511011:0,appearance-ability:wolverine7:passive,121251101,2,1,1212511011,18,HP RECOVERY,Recovers 6% of HP.,1,1,false,"{""rawDescription"":""Recovers <b>6%</b> of HP.""}"
appearance-ability:wolverine7:tier-2-passive:stage:101257801:0:effect:1012578011:0,appearance-ability:wolverine7:tier-2-passive,101257801,1,1,1012578011,44,GUARANTEED CRITICAL RATE ↑,Increases Guaranteed Critical Rate by 50%,,,false,"{""rawDescription"":""Increases Guaranteed Critical Rate by <b>50%</b>""}"
appearance-ability:wolverine7:tier-2-passive:stage:101257801:0:effect:1012578012:1,appearance-ability:wolverine7:tier-2-passive,101257801,1,2,1012578012,7,CRITICAL DAMAGE ↑,Critical Damage increases by 50%.,,,false,"{""rawDescription"":""Critical Damage increases by <b>50%</b>.""}"
appearance-ability:wolverine7:tier-2-passive:stage:101257801:0:effect:1012578013:2,appearance-ability:wolverine7:tier-2-passive,101257801,1,3,1012578013,208,SUPER ARMOR,"Super Armor, increases all Basic Defenses by 50%.",,,false,"{""rawDescription"":""Super Armor, increases all Basic Defenses by <b>50%</b>.""}"
appearance-ability:wolverine7:uniform-passive:stage:121253101:0:effect:1212531011:0,appearance-ability:wolverine7:uniform-passive,121253101,1,1,1212531011,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 45%, increases Bonus Damage by 40%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>45%</b>, increases Bonus Damage by <b>40%</b>.""}"
appearance-ability:wolverine7:uniform-passive:stage:121253101:0:effect:1212531012:1,appearance-ability:wolverine7:uniform-passive,121253101,1,2,1212531012,41,CHAIN HIT DMG DEALT ↑,Increases Chain Hit damage by 20% when attacking.,,,false,"{""rawDescription"":""Increases Chain Hit damage by <b>20%</b> when attacking.""}"
appearance-ability:wolverine7:uniform-passive:stage:121253101:0:effect:1212531013:2,appearance-ability:wolverine7:uniform-passive,121253101,1,3,1212531013,325,Give Power,Acquires the following effect for $TIME sec.,,,false,"{""rawDescription"":""Acquires the following effect for $TIME sec.""}"
appearance-ability:wolverine7:uniform-passive:stage:121253201:1:effect:1212532011:0,appearance-ability:wolverine7:uniform-passive,121253201,2,1,1212532011,18,HP RECOVERY,Recovers 100% of HP.,1,1,false,"{""rawDescription"":""Recovers <b>100%</b> of HP.""}"
appearance-ability:ares:leader-skill:stage:102372006:0:effect:1023720061:0,appearance-ability:ares:leader-skill,102372006,1,1,1023720061,25,PHYSICAL ATTACK ↑,30% increase of Physical Attack.,,,false,"{""rawDescription"":""<b>30%</b> increase of Physical Attack.""}"
appearance-ability:ares:passive:stage:102370401:0:effect:1023704011:0,appearance-ability:ares:passive,102370401,1,1,1023704011,18,HP RECOVERY,Recovers 4% of HP.,1,1,false,"{""rawDescription"":""Recovers <b>4%</b> of HP.""}"
appearance-ability:ares:tier-2-passive:stage:102377001:0:effect:1023770011:0,appearance-ability:ares:tier-2-passive,102377001,1,1,1023770011,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 40%, increases Bonus Damage by 30%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>40%</b>, increases Bonus Damage by <b>30%</b>.""}"
appearance-ability:ares:tier-2-passive:stage:102377001:0:effect:1023770012:1,appearance-ability:ares:tier-2-passive,102377001,1,2,1023770012,208,SUPER ARMOR,"Super Armor, increases all Basic Defenses by 30%.",,,false,"{""rawDescription"":""Super Armor, increases all Basic Defenses by <b>30%</b>.""}"
appearance-ability:ares:tier-2-passive:stage:102377001:0:effect:1023770013:2,appearance-ability:ares:tier-2-passive,102377001,1,3,1023770013,325,Give Power,Acquires the following effect for $TIME sec.,,,false,"{""rawDescription"":""Acquires the following effect for $TIME sec.""}"
appearance-ability:ares:tier-2-passive:stage:102377101:1:effect:1023771011:0,appearance-ability:ares:tier-2-passive,102377101,2,1,1023771011,336,DOUBLE CRITICAL,100% chance to increase Critical Damage by 100% on Critical Attacks.,10,,false,"{""rawDescription"":""<b>100%</b> chance to increase Critical Damage by <b>100%</b> on Critical Attacks.""}"
appearance-ability:ares1:leader-skill:stage:102372006:0:effect:1023720061:0,appearance-ability:ares1:leader-skill,102372006,1,1,1023720061,25,PHYSICAL ATTACK ↑,30% increase of Physical Attack.,,,false,"{""rawDescription"":""<b>30%</b> increase of Physical Attack.""}"
appearance-ability:ares1:passive:stage:102374101:0:effect:1023741011:0,appearance-ability:ares1:passive,102374101,1,1,1023741011,18,HP RECOVERY,Recovers 5% of HP.,1,1,false,"{""rawDescription"":""Recovers <b>5%</b> of HP.""}"
appearance-ability:ares1:tier-2-passive:stage:102374201:0:effect:1023742011:0,appearance-ability:ares1:tier-2-passive,102374201,1,1,1023742011,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 45%, increases Bonus Damage by 40%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>45%</b>, increases Bonus Damage by <b>40%</b>.""}"
appearance-ability:ares1:tier-2-passive:stage:102374201:0:effect:1023742012:1,appearance-ability:ares1:tier-2-passive,102374201,1,2,1023742012,208,SUPER ARMOR,"Super Armor, increases all Basic Defenses by 30%.",,,false,"{""rawDescription"":""Super Armor, increases all Basic Defenses by <b>30%</b>.""}"
appearance-ability:ares1:tier-2-passive:stage:102374201:0:effect:1023742013:2,appearance-ability:ares1:tier-2-passive,102374201,1,3,1023742013,325,Give Power,Acquires the following effect for $TIME sec.,,,false,"{""rawDescription"":""Acquires the following effect for $TIME sec.""}"
appearance-ability:ares1:tier-2-passive:stage:102374301:1:effect:1023743011:0,appearance-ability:ares1:tier-2-passive,102374301,2,1,1023743011,41,CHAIN HIT DMG DEALT ↑,Increases Chain Hit damage by 15% when attacking.,,,false,"{""rawDescription"":""Increases Chain Hit damage by <b>15%</b> when attacking.""}"
appearance-ability:ares1:tier-2-passive:stage:102374301:1:effect:1023743012:1,appearance-ability:ares1:tier-2-passive,102374301,2,2,1023743012,44,GUARANTEED CRITICAL RATE ↑,Increases Guaranteed Critical Rate by 25%,,,false,"{""rawDescription"":""Increases Guaranteed Critical Rate by <b>25%</b>""}"
appearance-ability:ares1:tier-2-passive:stage:102374301:1:effect:1023743013:2,appearance-ability:ares1:tier-2-passive,102374301,2,3,1023743013,112,IGNORE DODGE,Ignores target's Dodge Rate by 30%.,,,false,"{""rawDescription"":""Ignores target's Dodge Rate by <b>30%</b>.""}"
appearance-ability:ares1:uniform-passive:stage:102374301:0:effect:1023743011:0,appearance-ability:ares1:uniform-passive,102374301,1,1,1023743011,41,CHAIN HIT DMG DEALT ↑,Increases Chain Hit damage by 15% when attacking.,,,false,"{""rawDescription"":""Increases Chain Hit damage by <b>15%</b> when attacking.""}"
appearance-ability:ares1:uniform-passive:stage:102374301:0:effect:1023743012:1,appearance-ability:ares1:uniform-passive,102374301,1,2,1023743012,44,GUARANTEED CRITICAL RATE ↑,Increases Guaranteed Critical Rate by 25%,,,false,"{""rawDescription"":""Increases Guaranteed Critical Rate by <b>25%</b>""}"
appearance-ability:ares1:uniform-passive:stage:102374301:0:effect:1023743013:2,appearance-ability:ares1:uniform-passive,102374301,1,3,1023743013,112,IGNORE DODGE,Ignores target's Dodge Rate by 30%.,,,false,"{""rawDescription"":""Ignores target's Dodge Rate by <b>30%</b>.""}"
appearance-ability:betaraybill:leader-skill:stage:102222006:0:effect:1022220061:0,appearance-ability:betaraybill:leader-skill,102222006,1,1,1022220061,267,LIGHTNING DAMAGE ↑,Increases Lightning Damage by 60%.,,,false,"{""rawDescription"":""Increases Lightning Damage by <b>60%</b>.""}"
appearance-ability:betaraybill:passive:stage:102220401:0:effect:1022204011:0,appearance-ability:betaraybill:passive,102220401,1,1,1022204011,314,Decreases all basic damage,Decreases basic damage received by 30%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>30%</b>.""}"
appearance-ability:betaraybill:passive:stage:102220401:0:effect:1022204012:1,appearance-ability:betaraybill:passive,102220401,1,2,1022204012,325,Give Power,Acquires the following effect for $TIME sec.,,,false,"{""rawDescription"":""Acquires the following effect for $TIME sec.""}"
appearance-ability:betaraybill:passive:stage:102221401:1:effect:1022214011:0,appearance-ability:betaraybill:passive,102221401,2,1,1022214011,18,HP RECOVERY,Recovers 50% of HP.,1,1,false,"{""rawDescription"":""Recovers <b>50%</b> of HP.""}"
appearance-ability:betaraybill:tier-2-passive:stage:102227001:0:effect:1022270011:0,appearance-ability:betaraybill:tier-2-passive,102227001,1,1,1022270011,267,LIGHTNING DAMAGE ↑,Increases Lightning Damage by 30%.,,,false,"{""rawDescription"":""Increases Lightning Damage by <b>30%</b>.""}"
appearance-ability:betaraybill:tier-2-passive:stage:102227001:0:effect:1022270012:1,appearance-ability:betaraybill:tier-2-passive,102227001,1,2,1022270012,103,IGNORE DEFENSE,20% Ignore Defense,,,false,"{""rawDescription"":""<b>20%</b> Ignore Defense""}"
appearance-ability:betaraybill1:leader-skill:stage:102224506:0:effect:1022245061:0,appearance-ability:betaraybill1:leader-skill,102224506,1,1,1022245061,265,FLAME DAMAGE ↑,Increases Flame Damage by 60%.,,,false,"{""rawDescription"":""Increases Flame Damage by <b>60%</b>.""}"
appearance-ability:betaraybill1:passive:stage:102220401:0:effect:1022204011:0,appearance-ability:betaraybill1:passive,102220401,1,1,1022204011,314,Decreases all basic damage,Decreases basic damage received by 30%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>30%</b>.""}"
appearance-ability:betaraybill1:passive:stage:102220401:0:effect:1022204012:1,appearance-ability:betaraybill1:passive,102220401,1,2,1022204012,325,Give Power,Acquires the following effect for $TIME sec.,,,false,"{""rawDescription"":""Acquires the following effect for $TIME sec.""}"
appearance-ability:betaraybill1:passive:stage:102221401:1:effect:1022214011:0,appearance-ability:betaraybill1:passive,102221401,2,1,1022214011,18,HP RECOVERY,Recovers 50% of HP.,1,1,false,"{""rawDescription"":""Recovers <b>50%</b> of HP.""}"
appearance-ability:betaraybill1:tier-2-passive:stage:102224601:0:effect:1022246011:0,appearance-ability:betaraybill1:tier-2-passive,102224601,1,1,1022246011,265,FLAME DAMAGE ↑,Increases Flame Damage by 55%.,,,false,"{""rawDescription"":""Increases Flame Damage by <b>55%</b>.""}"
appearance-ability:betaraybill1:tier-2-passive:stage:102224601:0:effect:1022246012:1,appearance-ability:betaraybill1:tier-2-passive,102224601,1,2,1022246012,112,IGNORE DODGE,Ignores target's Dodge Rate by 20%.,,,false,"{""rawDescription"":""Ignores target's Dodge Rate by <b>20%</b>.""}"
appearance-ability:betaraybill1:uniform-passive:stage:102224701:0:effect:1022247011:0,appearance-ability:betaraybill1:uniform-passive,102224701,1,1,1022247011,299,Increases basic damage based on character's faction,Increases basic damage dealt to Villain faction by 35%.,,,false,"{""rawDescription"":""Increases basic damage dealt to <b>Villain</b> faction by <b>35%</b>.""}"
appearance-ability:bluedragon:leader-skill:stage:102102006:0:effect:1021020061:0,appearance-ability:bluedragon:leader-skill,102102006,1,1,1021020061,9,ALL BASIC ATTACKS INCREASE,Increases all Basic Attacks by 65%,,,false,"{""rawDescription"":""Increases all Basic Attacks by <b>65%</b>""}"
appearance-ability:bluedragon:leader-skill:stage:102102006:0:effect:1021020062:1,appearance-ability:bluedragon:leader-skill,102102006,1,2,1021020062,3253,Give Power,Acquires the following effect for $TIME sec.,,,false,"{""rawDescription"":""Acquires the following effect for $TIME sec.""}"
appearance-ability:bluedragon:passive:stage:102102401:0:effect:1021024011:0,appearance-ability:bluedragon:passive,102102401,1,1,1021024011,263,Increases all basic stats,"Increases all Basic Attacks by 20%, all Basic Defenses by 20%, and all Speeds by 5%.",,,false,"{""rawDescription"":""Increases all Basic Attacks by <b>20%</b>, all Basic Defenses by <b>20%</b>, and all Speeds by <b>5%</b>.""}"
appearance-ability:bluedragon:tier-2-passive:stage:102107001:0:effect:1021070011:0,appearance-ability:bluedragon:tier-2-passive,102107001,1,1,1021070011,208,SUPER ARMOR,"Super Armor, increases all Basic Defenses by 10%.",,,false,"{""rawDescription"":""Super Armor, increases all Basic Defenses by <b>10%</b>.""}"
appearance-ability:bluedragon:tier-2-passive:stage:102107001:0:effect:1021070012:1,appearance-ability:bluedragon:tier-2-passive,102107001,1,2,1021070012,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 30%,,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>30%</b>""}"
appearance-ability:bluedragon1:leader-skill:stage:102102706:0:effect:1021027061:0,appearance-ability:bluedragon1:leader-skill,102102706,1,1,1021027061,9,ALL BASIC ATTACKS INCREASE,Increases all Basic Attacks by 65%,,,false,"{""rawDescription"":""Increases all Basic Attacks by <b>65%</b>""}"
appearance-ability:bluedragon1:leader-skill:stage:102102706:0:effect:1021027062:1,appearance-ability:bluedragon1:leader-skill,102102706,1,2,1021027062,3253,Give Power,Acquires the following effect for $TIME sec.,,,false,"{""rawDescription"":""Acquires the following effect for $TIME sec.""}"
appearance-ability:bluedragon1:passive:stage:102102901:0:effect:1021029011:0,appearance-ability:bluedragon1:passive,102102901,1,1,1021029011,263,Increases all basic stats,"Increases all Basic Attacks by 30%, all Basic Defenses by 30%, and all Speeds by 5%.",,,false,"{""rawDescription"":""Increases all Basic Attacks by <b>30%</b>, all Basic Defenses by <b>30%</b>, and all Speeds by <b>5%</b>.""}"
appearance-ability:bluedragon1:tier-2-passive:stage:102104601:0:effect:1021046011:0,appearance-ability:bluedragon1:tier-2-passive,102104601,1,1,1021046011,208,SUPER ARMOR,"Super Armor, increases all Basic Defenses by 10%.",,,false,"{""rawDescription"":""Super Armor, increases all Basic Defenses by <b>10%</b>.""}"
appearance-ability:bluedragon1:tier-2-passive:stage:102104601:0:effect:1021046012:1,appearance-ability:bluedragon1:tier-2-passive,102104601,1,2,1021046012,43,GUARANTEED DODGE RATE ↑,Increases Guaranteed Dodge Rate by 30%,,,false,"{""rawDescription"":""Increases Guaranteed Dodge Rate by <b>30%</b>""}"
appearance-ability:bluedragon1:uniform-passive:stage:102105001:0:effect:1021050011:0,appearance-ability:bluedragon1:uniform-passive,102105001,1,1,1021050011,314,Decreases all basic damage,Decreases basic damage received by 30%.,,,false,"{""rawDescription"":""Decreases basic damage received by <b>30%</b>.""}"
appearance-ability:bluedragon1:uniform-passive:stage:102105001:0:effect:1021050012:1,appearance-ability:bluedragon1:uniform-passive,102105001,1,2,1021050012,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 10%, increases Bonus Damage by 10%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>10%</b>, increases Bonus Damage by <b>10%</b>.""}"
appearance-ability:bullseye:leader-skill:stage:100442006:0:effect:1004420061:0,appearance-ability:bullseye:leader-skill,100442006,1,1,1004420061,112,IGNORE DODGE,Ignores target's Dodge Rate by 50%.,,,false,"{""rawDescription"":""Ignores target's Dodge Rate by <b>50%</b>.""}"
appearance-ability:bullseye:passive:stage:100440401:0:effect:1004404011:0,appearance-ability:bullseye:passive,100440401,1,1,1004404011,107,BLEED,Bleed: Deals additional 30% Damage every 1 sec. (Removes Elasticity),5,,false,"{""rawDescription"":""Bleed: Deals additional <b>30%</b> Damage every <b>1</b> sec. (Removes Elasticity)""}"
appearance-ability:bullseye:tier-2-passive:stage:100447001:0:effect:1004470011:0,appearance-ability:bullseye:tier-2-passive,100447001,1,1,1004470011,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 25%, increases Bonus Damage by 20%.",10,,false,"{""rawDescription"":""Increases Skill damage by <b>25%</b>, increases Bonus Damage by <b>20%</b>.""}"
appearance-ability:bullseye:tier-2-passive:stage:100447001:0:effect:1004470012:1,appearance-ability:bullseye:tier-2-passive,100447001,1,2,1004470012,37,ALL SPEED ↑,Increases All Speeds by 15%.,10,,false,"{""rawDescription"":""Increases All Speeds by <b>15%</b>.""}"
appearance-ability:bullseye:tier-2-passive:stage:100447001:0:effect:1004470013:2,appearance-ability:bullseye:tier-2-passive,100447001,1,3,1004470013,120,PIERCE,70% chance to penetrate with All Damage Immune effect.,10,,false,"{""rawDescription"":""<b>70%</b> chance to penetrate with <b>All Damage Immune</b> effect.""}"
appearance-ability:bullseye1:leader-skill:stage:100442006:0:effect:1004420061:0,appearance-ability:bullseye1:leader-skill,100442006,1,1,1004420061,112,IGNORE DODGE,Ignores target's Dodge Rate by 50%.,,,false,"{""rawDescription"":""Ignores target's Dodge Rate by <b>50%</b>.""}"
appearance-ability:bullseye1:passive:stage:100440401:0:effect:1004404011:0,appearance-ability:bullseye1:passive,100440401,1,1,1004404011,107,BLEED,Bleed: Deals additional 30% Damage every 1 sec. (Removes Elasticity),5,,false,"{""rawDescription"":""Bleed: Deals additional <b>30%</b> Damage every <b>1</b> sec. (Removes Elasticity)""}"
appearance-ability:bullseye1:tier-2-passive:stage:100447001:0:effect:1004470011:0,appearance-ability:bullseye1:tier-2-passive,100447001,1,1,1004470011,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 25%, increases Bonus Damage by 20%.",10,,false,"{""rawDescription"":""Increases Skill damage by <b>25%</b>, increases Bonus Damage by <b>20%</b>.""}"
appearance-ability:bullseye1:tier-2-passive:stage:100447001:0:effect:1004470012:1,appearance-ability:bullseye1:tier-2-passive,100447001,1,2,1004470012,37,ALL SPEED ↑,Increases All Speeds by 15%.,10,,false,"{""rawDescription"":""Increases All Speeds by <b>15%</b>.""}"
appearance-ability:bullseye1:tier-2-passive:stage:100447001:0:effect:1004470013:2,appearance-ability:bullseye1:tier-2-passive,100447001,1,3,1004470013,120,PIERCE,70% chance to penetrate with All Damage Immune effect.,10,,false,"{""rawDescription"":""<b>70%</b> chance to penetrate with <b>All Damage Immune</b> effect.""}"
appearance-ability:bullseye1:uniform-passive:stage:100445001:0:effect:1004450011:0,appearance-ability:bullseye1:uniform-passive,100445001,1,1,1004450011,112,IGNORE DODGE,Ignores target's Dodge Rate by 50%.,,,false,"{""rawDescription"":""Ignores target's Dodge Rate by <b>50%</b>.""}"
appearance-ability:bullseye2:leader-skill:stage:100442906:0:effect:1004429061:0,appearance-ability:bullseye2:leader-skill,100442906,1,1,1004429061,112,IGNORE DODGE,Ignores target's Dodge Rate by 50%.,,,false,"{""rawDescription"":""Ignores target's Dodge Rate by <b>50%</b>.""}"
appearance-ability:bullseye2:passive:stage:100441201:0:effect:1004412011:0,appearance-ability:bullseye2:passive,100441201,1,1,1004412011,120,PIERCE,"70% chance to penetrate with Invincible, All Damage Immune, Shield, Barrier, Super Armor effect.",7,,false,"{""rawDescription"":""<b>70%</b> chance to penetrate with <b>Invincible, All Damage Immune, Shield, Barrier, Super Armor</b> effect.""}"
appearance-ability:bullseye2:tier-2-passive:stage:100441301:0:effect:1004413011:0,appearance-ability:bullseye2:tier-2-passive,100441301,1,1,1004413011,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 30%, increases Bonus Damage by 15%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>30%</b>, increases Bonus Damage by <b>15%</b>.""}"
appearance-ability:bullseye2:tier-2-passive:stage:100441301:0:effect:1004413012:1,appearance-ability:bullseye2:tier-2-passive,100441301,1,2,1004413012,112,IGNORE DODGE,Ignores target's Dodge Rate by 50%.,,,false,"{""rawDescription"":""Ignores target's Dodge Rate by <b>50%</b>.""}"
appearance-ability:bullseye2:uniform-passive:stage:100445101:0:effect:1004451011:0,appearance-ability:bullseye2:uniform-passive,100445101,1,1,1004451011,9,ALL BASIC ATTACKS INCREASE,Increases all Basic Attacks by 25%,,,false,"{""rawDescription"":""Increases all Basic Attacks by <b>25%</b>""}"
appearance-ability:bullseye3:leader-skill:stage:100445406:0:effect:1004454061:0,appearance-ability:bullseye3:leader-skill,100445406,1,1,1004454061,112,IGNORE DODGE,Ignores target's Dodge Rate by 50%.,,,false,"{""rawDescription"":""Ignores target's Dodge Rate by <b>50%</b>.""}"
appearance-ability:bullseye3:passive:stage:100445201:0:effect:1004452011:0,appearance-ability:bullseye3:passive,100445201,1,1,1004452011,120,PIERCE,"70% chance to penetrate with Invincible, All Damage Immune, Shield, Barrier, Super Armor effect.",7,,false,"{""rawDescription"":""<b>70%</b> chance to penetrate with <b>Invincible, All Damage Immune, Shield, Barrier, Super Armor</b> effect.""}"
appearance-ability:bullseye3:tier-2-passive:stage:100445301:0:effect:1004453011:0,appearance-ability:bullseye3:tier-2-passive,100445301,1,1,1004453011,304,SKILL AND BONUS DAMAGE ↑,"Increases Skill damage by 40%, increases Bonus Damage by 45%.",,,false,"{""rawDescription"":""Increases Skill damage by <b>40%</b>, increases Bonus Damage by <b>45%</b>.""}"
appearance-ability:bullseye3:tier-2-passive:stage:100445301:0:effect:1004453012:1,appearance-ability:bullseye3:tier-2-passive,100445301,1,2,1004453012,112,IGNORE DODGE,Ignores target's Dodge Rate by 50%.,,,false,"{""rawDescription"":""Ignores target's Dodge Rate by <b>50%</b>.""}"
appearance-ability:bullseye3:tier-2-passive:stage:100445301:0:effect:1004453013:2,appearance-ability:bullseye3:tier-2-passive,100445301,1,3,1004453013,44,GUARANTEED CRITICAL RATE ↑,Increases Guaranteed Critical Rate by 25%,,,false,"{""rawDescription"":""Increases Guaranteed Critical Rate by <b>25%</b>""}"
appearance-ability:bullseye3:uniform-passive:stage:100445501:0:effect:1004455011:0,appearance-ability:bullseye3:uniform-passive,100445501,1,1,1004455011,9,ALL BASIC ATTACKS INCREASE,Increases all Basic Attacks by 35%,,,false,"{""rawDescription"":""Increases all Basic Attacks by <b>35%</b>""}"
appearance-ability:bullseye3:uniform-passive:stage:100445501:0:effect:1004455012:1,appearance-ability:bullseye3:uniform-passive,100445501,1,2,1004455012,41,CHAIN HIT DMG DEALT ↑,Increases Chain Hit damage by 15% when attacking.,,,false,"{""rawDescription"":""Increases Chain Hit damage by <b>15%</b> when attacking.""}"
appearance-ability:bullseye3:uniform-passive:stage:100445501:0:effect:1004455013:2,appearance-ability:bullseye3:uniform-passive,100445501,1,3,1004455013,7,CRITICAL DAMAGE ↑,Critical Damage increases by 30%.,,,false,"{""rawDescription"":""Critical Damage increases by <b>30%</b>.""}"
appearance-ability:doctoroctopus:leader-skill:stage:100172006:0:effect:1001720061:0,appearance-ability:doctoroctopus:leader-skill,100172006,1,1,1001720061,11,MAX HP ↑,30% increase of HP.,,,false,"{""rawDescription"":""<b>30%</b> increase of HP.""}"
