id,appearance_id,kind,source_skill_type,source_skill_id,name,cooldown,target,activation,icon,sort_order,source_url,raw_data
appearance-ability:thor10:uniform-passive,thor10,uniform_effect,Uniform Passive,120085301,All-Father Reborn,1,,by default and reactivates 1 sec. after removed,thor10,3,https://thanosvibs.money/api/characters/thor10/skills,"{""character"":""Thor"",""characterId"":""thor"",""uniform"":""All-Father Reborn"",""baseCharacter"":false,""sourceSkillId"":""120085301""}"
appearance-ability:venom:leader-skill,venom,leader,Leader Skill,100422006,We are Venom!,0,All Allies,,icon_venom_skill20,0,https://thanosvibs.money/api/characters/venom/skills,"{""character"":""Venom"",""characterId"":""venom"",""uniform"":""Classic"",""baseCharacter"":true,""sourceSkillId"":""100422006""}"
appearance-ability:venom:passive,venom,passive,Passive,100420401,Infestation,-1,,when HP is below 30 %,icon_venom_skill04,1,https://thanosvibs.money/api/characters/venom/skills,"{""character"":""Venom"",""characterId"":""venom"",""uniform"":""Classic"",""baseCharacter"":true,""sourceSkillId"":""100420401""}"
appearance-ability:venom:tier-2-passive,venom,passive,Tier-2 Passive,100427001,Symbiote Instinct,0,,,icon_venom_skill70,2,https://thanosvibs.money/api/characters/venom/skills,"{""character"":""Venom"",""characterId"":""venom"",""uniform"":""Classic"",""baseCharacter"":true,""sourceSkillId"":""100427001""}"
appearance-ability:venom1:leader-skill,venom1,leader,Leader Skill,100422006,We are Venom!,0,All Allies,,icon_venom_skill20,0,https://thanosvibs.money/api/characters/venom1/skills,"{""character"":""Venom"",""characterId"":""venom"",""uniform"":""Secret Wars: Marvel Zombies"",""baseCharacter"":false,""sourceSkillId"":""100422006""}"
appearance-ability:venom1:passive,venom1,passive,Passive,100420401,Infestation,-1,,when HP is below 30 %,icon_venom_skill04,1,https://thanosvibs.money/api/characters/venom1/skills,"{""character"":""Venom"",""characterId"":""venom"",""uniform"":""Secret Wars: Marvel Zombies"",""baseCharacter"":false,""sourceSkillId"":""100420401""}"
appearance-ability:venom1:tier-2-passive,venom1,passive,Tier-2 Passive,100427001,Symbiote Instinct,0,,,icon_venom_skill70,2,https://thanosvibs.money/api/characters/venom1/skills,"{""character"":""Venom"",""characterId"":""venom"",""uniform"":""Secret Wars: Marvel Zombies"",""baseCharacter"":false,""sourceSkillId"":""100427001""}"
appearance-ability:venom1:uniform-passive,venom1,uniform_effect,Uniform Passive,100425001,Secret Wars: Marvel Zombies,20,,10 % rate when hit,venom1,3,https://thanosvibs.money/api/characters/venom1/skills,"{""character"":""Venom"",""characterId"":""venom"",""uniform"":""Secret Wars: Marvel Zombies"",""baseCharacter"":false,""sourceSkillId"":""100425001""}"
appearance-ability:venom2:leader-skill,venom2,leader,Leader Skill,100423106,We Are Venom!,0,All Allies,,icon_venom_skill21,0,https://thanosvibs.money/api/characters/venom2/skills,"{""character"":""Venom"",""characterId"":""venom"",""uniform"":""Anti-Venom"",""baseCharacter"":false,""sourceSkillId"":""100423106""}"
appearance-ability:venom2:passive,venom2,passive,Passive,100423001,Infestation,-1,,when HP is below 30 %,icon_venom_skill09,1,https://thanosvibs.money/api/characters/venom2/skills,"{""character"":""Venom"",""characterId"":""venom"",""uniform"":""Anti-Venom"",""baseCharacter"":false,""sourceSkillId"":""100423001""}"
appearance-ability:venom2:tier-2-passive,venom2,passive,Tier-2 Passive,100423201,Symbiote Instinct,0,,,icon_venom_skill71,2,https://thanosvibs.money/api/characters/venom2/skills,"{""character"":""Venom"",""characterId"":""venom"",""uniform"":""Anti-Venom"",""baseCharacter"":false,""sourceSkillId"":""100423201""}"
appearance-ability:venom2:uniform-passive,venom2,uniform_effect,Uniform Passive,100425101,Anti-Venom,20,All Allies,30 % rate when hit,venom2,3,https://thanosvibs.money/api/characters/venom2/skills,"{""character"":""Venom"",""characterId"":""venom"",""uniform"":""Anti-Venom"",""baseCharacter"":false,""sourceSkillId"":""100425101""}"
appearance-ability:venom3:leader-skill,venom3,leader,Leader Skill,100422006,We are Venom!,0,All Allies,,icon_venom_skill20,0,https://thanosvibs.money/api/characters/venom3/skills,"{""character"":""Venom"",""characterId"":""venom"",""uniform"":""War of the Realms"",""baseCharacter"":false,""sourceSkillId"":""100422006""}"
appearance-ability:venom3:passive,venom3,passive,Passive,100421801,Infestation,15,,when using HP RECOVERY buff,icon_venom_skill04,1,https://thanosvibs.money/api/characters/venom3/skills,"{""character"":""Venom"",""characterId"":""venom"",""uniform"":""War of the Realms"",""baseCharacter"":false,""sourceSkillId"":""100421801""}"
appearance-ability:venom3:tier-2-passive,venom3,passive,Tier-2 Passive,100427101,Symbiote Instinct,0,,,icon_venom_skill70,2,https://thanosvibs.money/api/characters/venom3/skills,"{""character"":""Venom"",""characterId"":""venom"",""uniform"":""War of the Realms"",""baseCharacter"":false,""sourceSkillId"":""100427101""}"
appearance-ability:venom3:uniform-passive,venom3,uniform_effect,Uniform Passive,100425201,War of the Realms,20,All Allies,30 % rate when hit,venom3,3,https://thanosvibs.money/api/characters/venom3/skills,"{""character"":""Venom"",""characterId"":""venom"",""uniform"":""War of the Realms"",""baseCharacter"":false,""sourceSkillId"":""100425201""}"
appearance-ability:venom4:leader-skill,venom4,leader,Leader Skill,100422006,We are Venom!,0,All Allies,,icon_venom_skill20,0,https://thanosvibs.money/api/characters/venom4/skills,"{""character"":""Venom"",""characterId"":""venom"",""uniform"":""King in Black"",""baseCharacter"":false,""sourceSkillId"":""100422006""}"
appearance-ability:venom4:passive,venom4,passive,Passive,100427401,Enigma Force,0,,,icon_venom_skill33,1,https://thanosvibs.money/api/characters/venom4/skills,"{""character"":""Venom"",""characterId"":""venom"",""uniform"":""King in Black"",""baseCharacter"":false,""sourceSkillId"":""100427401""}"
appearance-ability:venom4:tier-2-passive,venom4,passive,Tier-2 Passive,100427101,Symbiote Instinct,0,,,icon_venom_skill70,2,https://thanosvibs.money/api/characters/venom4/skills,"{""character"":""Venom"",""characterId"":""venom"",""uniform"":""King in Black"",""baseCharacter"":false,""sourceSkillId"":""100427101""}"
appearance-ability:venom4:uniform-passive,venom4,uniform_effect,Uniform Passive,100427501,King in Black,0,All Allies,50 % rate when hit,venom4,3,https://thanosvibs.money/api/characters/venom4/skills,"{""character"":""Venom"",""characterId"":""venom"",""uniform"":""King in Black"",""baseCharacter"":false,""sourceSkillId"":""100427501""}"
appearance-ability:venom5:leader-skill,venom5,leader,Leader Skill,100422006,We are Venom!,0,All Allies,,icon_venom_skill20,0,https://thanosvibs.money/api/characters/venom5/skills,"{""character"":""Venom"",""characterId"":""venom"",""uniform"":""Warstar"",""baseCharacter"":false,""sourceSkillId"":""100422006""}"
appearance-ability:venom5:passive,venom5,passive,Passive,100427401,Enigma Force,0,,,icon_venom_skill33,1,https://thanosvibs.money/api/characters/venom5/skills,"{""character"":""Venom"",""characterId"":""venom"",""uniform"":""Warstar"",""baseCharacter"":false,""sourceSkillId"":""100427401""}"
appearance-ability:venom5:tier-2-passive,venom5,passive,Tier-2 Passive,100427101,Symbiote Instinct,0,,,icon_venom_skill70,2,https://thanosvibs.money/api/characters/venom5/skills,"{""character"":""Venom"",""characterId"":""venom"",""uniform"":""Warstar"",""baseCharacter"":false,""sourceSkillId"":""100427101""}"
appearance-ability:venom5:uniform-passive,venom5,uniform_effect,Uniform Passive,120421401,Warstar,0,,when HP is below 99 %,venom5,3,https://thanosvibs.money/api/characters/venom5/skills,"{""character"":""Venom"",""characterId"":""venom"",""uniform"":""Warstar"",""baseCharacter"":false,""sourceSkillId"":""120421401""}"
appearance-ability:venom6:leader-skill,venom6,leader,Leader Skill,120424006,We are Venom!,0,All Allies,,icon_venom_skill44,0,https://thanosvibs.money/api/characters/venom6/skills,"{""character"":""Venom"",""characterId"":""venom"",""uniform"":""Snow Symbiote"",""baseCharacter"":false,""sourceSkillId"":""120424006""}"
appearance-ability:venom6:passive,venom6,passive,Passive,120423401,Enigma Force,0,,,icon_venom_skill45,1,https://thanosvibs.money/api/characters/venom6/skills,"{""character"":""Venom"",""characterId"":""venom"",""uniform"":""Snow Symbiote"",""baseCharacter"":false,""sourceSkillId"":""120423401""}"
appearance-ability:venom6:tier-2-passive,venom6,passive,Tier-2 Passive,120423501,Symbiote Instinct,0,,,icon_venom_skill46,2,https://thanosvibs.money/api/characters/venom6/skills,"{""character"":""Venom"",""characterId"":""venom"",""uniform"":""Snow Symbiote"",""baseCharacter"":false,""sourceSkillId"":""120423501""}"
appearance-ability:venom6:uniform-passive,venom6,uniform_effect,Uniform Passive,120423201,Snow Symbiote,0,,when HP is below 99 %,venom6,3,https://thanosvibs.money/api/characters/venom6/skills,"{""character"":""Venom"",""characterId"":""venom"",""uniform"":""Snow Symbiote"",""baseCharacter"":false,""sourceSkillId"":""120423201""}"
appearance-ability:wintersoldier:leader-skill,wintersoldier,leader,Leader Skill,100312006,Living Weapon,0,All Allies,,icon_wintersoldier_skill20,0,https://thanosvibs.money/api/characters/wintersoldier/skills,"{""character"":""Winter Soldier"",""characterId"":""wintersoldier"",""uniform"":""Marvel Studios' Captain America: The Winter Soldier"",""baseCharacter"":true,""sourceSkillId"":""100312006""}"
appearance-ability:wintersoldier:passive,wintersoldier,passive,Passive,100310401,Cybernetic Punch,0,,,icon_wintersoldier_skill04,1,https://thanosvibs.money/api/characters/wintersoldier/skills,"{""character"":""Winter Soldier"",""characterId"":""wintersoldier"",""uniform"":""Marvel Studios' Captain America: The Winter Soldier"",""baseCharacter"":true,""sourceSkillId"":""100310401""}"
appearance-ability:wintersoldier:tier-2-passive,wintersoldier,passive,Tier-2 Passive,100311301,All-Out Assault,10,,45 % chance when attacking,icon_wintersoldier_skill13,2,https://thanosvibs.money/api/characters/wintersoldier/skills,"{""character"":""Winter Soldier"",""characterId"":""wintersoldier"",""uniform"":""Marvel Studios' Captain America: The Winter Soldier"",""baseCharacter"":true,""sourceSkillId"":""100311301""}"
appearance-ability:wintersoldier1:leader-skill,wintersoldier1,leader,Leader Skill,100312006,Living Weapon,0,All Allies,,icon_wintersoldier_skill20,0,https://thanosvibs.money/api/characters/wintersoldier1/skills,"{""character"":""Winter Soldier"",""characterId"":""wintersoldier"",""uniform"":""Marvel Studios' Captain America: Civil War"",""baseCharacter"":false,""sourceSkillId"":""100312006""}"
appearance-ability:wintersoldier1:passive,wintersoldier1,passive,Passive,100310401,Cybernetic Punch,0,,,icon_wintersoldier_skill04,1,https://thanosvibs.money/api/characters/wintersoldier1/skills,"{""character"":""Winter Soldier"",""characterId"":""wintersoldier"",""uniform"":""Marvel Studios' Captain America: Civil War"",""baseCharacter"":false,""sourceSkillId"":""100310401""}"
appearance-ability:wintersoldier1:tier-2-passive,wintersoldier1,passive,Tier-2 Passive,100311301,All-Out Assault,10,,45 % chance when attacking,icon_wintersoldier_skill13,2,https://thanosvibs.money/api/characters/wintersoldier1/skills,"{""character"":""Winter Soldier"",""characterId"":""wintersoldier"",""uniform"":""Marvel Studios' Captain America: Civil War"",""baseCharacter"":false,""sourceSkillId"":""100311301""}"
appearance-ability:wintersoldier1:uniform-passive,wintersoldier1,uniform_effect,Uniform Passive,100315001,Marvel Studios' Captain America: Civil War,0,,,wintersoldier1,3,https://thanosvibs.money/api/characters/wintersoldier1/skills,"{""character"":""Winter Soldier"",""characterId"":""wintersoldier"",""uniform"":""Marvel Studios' Captain America: Civil War"",""baseCharacter"":false,""sourceSkillId"":""100315001""}"
appearance-ability:wintersoldier2:leader-skill,wintersoldier2,leader,Leader Skill,100312006,Living Weapon,0,All Allies,,icon_wintersoldier_skill20,0,https://thanosvibs.money/api/characters/wintersoldier2/skills,"{""character"":""Winter Soldier"",""characterId"":""wintersoldier"",""uniform"":""Captain America"",""baseCharacter"":false,""sourceSkillId"":""100312006""}"
appearance-ability:wintersoldier2:passive,wintersoldier2,passive,Passive,100310401,Cybernetic Punch,0,,,icon_wintersoldier_skill04,1,https://thanosvibs.money/api/characters/wintersoldier2/skills,"{""character"":""Winter Soldier"",""characterId"":""wintersoldier"",""uniform"":""Captain America"",""baseCharacter"":false,""sourceSkillId"":""100310401""}"
appearance-ability:wintersoldier2:tier-2-passive,wintersoldier2,passive,Tier-2 Passive,100311301,All-Out Assault,10,,45 % chance when attacking,icon_wintersoldier_skill13,2,https://thanosvibs.money/api/characters/wintersoldier2/skills,"{""character"":""Winter Soldier"",""characterId"":""wintersoldier"",""uniform"":""Captain America"",""baseCharacter"":false,""sourceSkillId"":""100311301""}"
appearance-ability:wintersoldier2:uniform-passive,wintersoldier2,uniform_effect,Uniform Passive,100315101,Captain America,1,,when skill Cover Fire is used,wintersoldier2,3,https://thanosvibs.money/api/characters/wintersoldier2/skills,"{""character"":""Winter Soldier"",""characterId"":""wintersoldier"",""uniform"":""Captain America"",""baseCharacter"":false,""sourceSkillId"":""100315101""}"
appearance-ability:wintersoldier3:leader-skill,wintersoldier3,leader,Leader Skill,100312006,Living Weapon,0,All Allies,,icon_wintersoldier_skill20,0,https://thanosvibs.money/api/characters/wintersoldier3/skills,"{""character"":""Winter Soldier"",""characterId"":""wintersoldier"",""uniform"":""Marvel Studios' Avengers: Infinity War"",""baseCharacter"":false,""sourceSkillId"":""100312006""}"
appearance-ability:wintersoldier3:passive,wintersoldier3,passive,Passive,100312401,Cybernetic Punch,0,,,icon_wintersoldier_skill03,1,https://thanosvibs.money/api/characters/wintersoldier3/skills,"{""character"":""Winter Soldier"",""characterId"":""wintersoldier"",""uniform"":""Marvel Studios' Avengers: Infinity War"",""baseCharacter"":false,""sourceSkillId"":""100312401""}"
appearance-ability:wintersoldier3:tier-2-passive,wintersoldier3,passive,Tier-2 Passive,100311301,All-Out Assault,10,,45 % chance when attacking,icon_wintersoldier_skill13,2,https://thanosvibs.money/api/characters/wintersoldier3/skills,"{""character"":""Winter Soldier"",""characterId"":""wintersoldier"",""uniform"":""Marvel Studios' Avengers: Infinity War"",""baseCharacter"":false,""sourceSkillId"":""100311301""}"
appearance-ability:wintersoldier3:uniform-passive,wintersoldier3,uniform_effect,Uniform Passive,100315201,Marvel Studios' Avengers: Infinity War,0,,,wintersoldier3,3,https://thanosvibs.money/api/characters/wintersoldier3/skills,"{""character"":""Winter Soldier"",""characterId"":""wintersoldier"",""uniform"":""Marvel Studios' Avengers: Infinity War"",""baseCharacter"":false,""sourceSkillId"":""100315201""}"
appearance-ability:wintersoldier4:leader-skill,wintersoldier4,leader,Leader Skill,100312006,Living Weapon,0,All Allies,,icon_wintersoldier_skill20,0,https://thanosvibs.money/api/characters/wintersoldier4/skills,"{""character"":""Winter Soldier"",""characterId"":""wintersoldier"",""uniform"":""Marvel Studios' The Falcon and the Winter Soldier"",""baseCharacter"":false,""sourceSkillId"":""100312006""}"
appearance-ability:wintersoldier4:passive,wintersoldier4,passive,Passive,100312401,Cybernetic Punch,0,,,icon_wintersoldier_skill03,1,https://thanosvibs.money/api/characters/wintersoldier4/skills,"{""character"":""Winter Soldier"",""characterId"":""wintersoldier"",""uniform"":""Marvel Studios' The Falcon and the Winter Soldier"",""baseCharacter"":false,""sourceSkillId"":""100312401""}"
appearance-ability:wintersoldier4:tier-2-passive,wintersoldier4,passive,Tier-2 Passive,100317201,All-Out Assault,10,,45 % chance when attacking,icon_wintersoldier_skill13,2,https://thanosvibs.money/api/characters/wintersoldier4/skills,"{""character"":""Winter Soldier"",""characterId"":""wintersoldier"",""uniform"":""Marvel Studios' The Falcon and the Winter Soldier"",""baseCharacter"":false,""sourceSkillId"":""100317201""}"
appearance-ability:wintersoldier4:uniform-passive,wintersoldier4,uniform_effect,Uniform Passive,100317101,Marvel Studios' The Falcon and the Winter Soldier,0,,,wintersoldier4,3,https://thanosvibs.money/api/characters/wintersoldier4/skills,"{""character"":""Winter Soldier"",""characterId"":""wintersoldier"",""uniform"":""Marvel Studios' The Falcon and the Winter Soldier"",""baseCharacter"":false,""sourceSkillId"":""100317101""}"
appearance-ability:wintersoldier5:leader-skill,wintersoldier5,leader,Leader Skill,120310206,Living Weapon,0,All Allies,,icon_wintersoldier_skill20,0,https://thanosvibs.money/api/characters/wintersoldier5/skills,"{""character"":""Winter Soldier"",""characterId"":""wintersoldier"",""uniform"":""Revolution"",""baseCharacter"":false,""sourceSkillId"":""120310206""}"
appearance-ability:wintersoldier5:passive,wintersoldier5,passive,Passive,120310301,Revolutionary,0,,,icon_wintersoldier_skill25,1,https://thanosvibs.money/api/characters/wintersoldier5/skills,"{""character"":""Winter Soldier"",""characterId"":""wintersoldier"",""uniform"":""Revolution"",""baseCharacter"":false,""sourceSkillId"":""120310301""}"
appearance-ability:wintersoldier5:tier-2-passive,wintersoldier5,passive,Tier-2 Passive,120310501,All-Out Assault,0,,,icon_wintersoldier_skill27,2,https://thanosvibs.money/api/characters/wintersoldier5/skills,"{""character"":""Winter Soldier"",""characterId"":""wintersoldier"",""uniform"":""Revolution"",""baseCharacter"":false,""sourceSkillId"":""120310501""}"
appearance-ability:wintersoldier5:uniform-passive,wintersoldier5,uniform_effect,Uniform Passive,120310401,Revolution,0,,,wintersoldier5,3,https://thanosvibs.money/api/characters/wintersoldier5/skills,"{""character"":""Winter Soldier"",""characterId"":""wintersoldier"",""uniform"":""Revolution"",""baseCharacter"":false,""sourceSkillId"":""120310401""}"
appearance-ability:wintersoldier6:leader-skill,wintersoldier6,leader,Leader Skill,120310206,Living Weapon,0,All Allies,,icon_wintersoldier_skill20,0,https://thanosvibs.money/api/characters/wintersoldier6/skills,"{""character"":""Winter Soldier"",""characterId"":""wintersoldier"",""uniform"":""Marvel Studios' Thunderbolts*"",""baseCharacter"":false,""sourceSkillId"":""120310206""}"
appearance-ability:wintersoldier6:passive,wintersoldier6,passive,Passive,120310301,Revolutionary,0,,,icon_wintersoldier_skill25,1,https://thanosvibs.money/api/characters/wintersoldier6/skills,"{""character"":""Winter Soldier"",""characterId"":""wintersoldier"",""uniform"":""Marvel Studios' Thunderbolts*"",""baseCharacter"":false,""sourceSkillId"":""120310301""}"
appearance-ability:wintersoldier6:tier-2-passive,wintersoldier6,passive,Tier-2 Passive,120313001,All-Out Assault,0,,,icon_wintersoldier_skill33,2,https://thanosvibs.money/api/characters/wintersoldier6/skills,"{""character"":""Winter Soldier"",""characterId"":""wintersoldier"",""uniform"":""Marvel Studios' Thunderbolts*"",""baseCharacter"":false,""sourceSkillId"":""120313001""}"
appearance-ability:wintersoldier6:uniform-passive,wintersoldier6,uniform_effect,Uniform Passive,120312901,Marvel Studios' Thunderbolts*,0,,,wintersoldier6,3,https://thanosvibs.money/api/characters/wintersoldier6/skills,"{""character"":""Winter Soldier"",""characterId"":""wintersoldier"",""uniform"":""Marvel Studios' Thunderbolts*"",""baseCharacter"":false,""sourceSkillId"":""120312901""}"
appearance-ability:wolverine:leader-skill,wolverine,leader,Leader Skill,101252006,Fighting Spirit,0,All Allies,,icon_wolverine_skill20,0,https://thanosvibs.money/api/characters/wolverine/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""Classic"",""baseCharacter"":true,""sourceSkillId"":""101252006""}"
appearance-ability:wolverine:passive,wolverine,passive,Passive,101250401,Regenerative Healing Factor,1,,when HP is below 99 %,icon_wolverine_skill04,1,https://thanosvibs.money/api/characters/wolverine/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""Classic"",""baseCharacter"":true,""sourceSkillId"":""101250401""}"
appearance-ability:wolverine:tier-2-passive,wolverine,passive,Tier-2 Passive,101257001,Weapon X,0,,,icon_wolverine_skill70,2,https://thanosvibs.money/api/characters/wolverine/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""Classic"",""baseCharacter"":true,""sourceSkillId"":""101257001""}"
appearance-ability:wolverine1:leader-skill,wolverine1,leader,Leader Skill,101252006,Fighting Spirit,0,All Allies,,icon_wolverine_skill20,0,https://thanosvibs.money/api/characters/wolverine1/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""Age of Apocalypse"",""baseCharacter"":false,""sourceSkillId"":""101252006""}"
appearance-ability:wolverine1:passive,wolverine1,passive,Passive,101250401,Regenerative Healing Factor,1,,when HP is below 99 %,icon_wolverine_skill04,1,https://thanosvibs.money/api/characters/wolverine1/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""Age of Apocalypse"",""baseCharacter"":false,""sourceSkillId"":""101250401""}"
appearance-ability:wolverine1:tier-2-passive,wolverine1,passive,Tier-2 Passive,101257001,Weapon X,0,,,icon_wolverine_skill70,2,https://thanosvibs.money/api/characters/wolverine1/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""Age of Apocalypse"",""baseCharacter"":false,""sourceSkillId"":""101257001""}"
appearance-ability:wolverine1:uniform-passive,wolverine1,uniform_effect,Uniform Passive,101255001,Age of Apocalypse,0,,,wolverine1,3,https://thanosvibs.money/api/characters/wolverine1/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""Age of Apocalypse"",""baseCharacter"":false,""sourceSkillId"":""101255001""}"
appearance-ability:wolverine2:leader-skill,wolverine2,leader,Leader Skill,101252006,Fighting Spirit,0,All Allies,,icon_wolverine_skill20,0,https://thanosvibs.money/api/characters/wolverine2/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""All-New Marvel NOW!"",""baseCharacter"":false,""sourceSkillId"":""101252006""}"
appearance-ability:wolverine2:passive,wolverine2,passive,Passive,101250401,Regenerative Healing Factor,1,,when HP is below 99 %,icon_wolverine_skill04,1,https://thanosvibs.money/api/characters/wolverine2/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""All-New Marvel NOW!"",""baseCharacter"":false,""sourceSkillId"":""101250401""}"
appearance-ability:wolverine2:tier-2-passive,wolverine2,passive,Tier-2 Passive,101257001,Weapon X,0,,,icon_wolverine_skill70,2,https://thanosvibs.money/api/characters/wolverine2/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""All-New Marvel NOW!"",""baseCharacter"":false,""sourceSkillId"":""101257001""}"
appearance-ability:wolverine2:uniform-passive,wolverine2,uniform_effect,Uniform Passive,101255101,All-New Marvel NOW!,0,,,wolverine2,3,https://thanosvibs.money/api/characters/wolverine2/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""All-New Marvel NOW!"",""baseCharacter"":false,""sourceSkillId"":""101255101""}"
appearance-ability:wolverine3:leader-skill,wolverine3,leader,Leader Skill,101252006,Fighting Spirit,0,All Allies,,icon_wolverine_skill20,0,https://thanosvibs.money/api/characters/wolverine3/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""X-Force"",""baseCharacter"":false,""sourceSkillId"":""101252006""}"
appearance-ability:wolverine3:passive,wolverine3,passive,Passive,101250401,Regenerative Healing Factor,1,,when HP is below 99 %,icon_wolverine_skill04,1,https://thanosvibs.money/api/characters/wolverine3/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""X-Force"",""baseCharacter"":false,""sourceSkillId"":""101250401""}"
appearance-ability:wolverine3:tier-2-passive,wolverine3,passive,Tier-2 Passive,101257001,Weapon X,0,,,icon_wolverine_skill70,2,https://thanosvibs.money/api/characters/wolverine3/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""X-Force"",""baseCharacter"":false,""sourceSkillId"":""101257001""}"
appearance-ability:wolverine3:uniform-passive,wolverine3,uniform_effect,Uniform Passive,101255201,X-Force,0,,,wolverine3,3,https://thanosvibs.money/api/characters/wolverine3/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""X-Force"",""baseCharacter"":false,""sourceSkillId"":""101255201""}"
appearance-ability:wolverine4:leader-skill,wolverine4,leader,Leader Skill,101252006,Fighting Spirit,0,All Allies,,icon_wolverine_skill20,0,https://thanosvibs.money/api/characters/wolverine4/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""House of X"",""baseCharacter"":false,""sourceSkillId"":""101252006""}"
appearance-ability:wolverine4:passive,wolverine4,passive,Passive,101250401,Regenerative Healing Factor,1,,when HP is below 99 %,icon_wolverine_skill04,1,https://thanosvibs.money/api/characters/wolverine4/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""House of X"",""baseCharacter"":false,""sourceSkillId"":""101250401""}"
appearance-ability:wolverine4:tier-2-passive,wolverine4,passive,Tier-2 Passive,101257001,Weapon X,0,,,icon_wolverine_skill70,2,https://thanosvibs.money/api/characters/wolverine4/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""House of X"",""baseCharacter"":false,""sourceSkillId"":""101257001""}"
appearance-ability:wolverine4:uniform-passive,wolverine4,uniform_effect,Uniform Passive,101254801,House of X,0,,,wolverine4,3,https://thanosvibs.money/api/characters/wolverine4/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""House of X"",""baseCharacter"":false,""sourceSkillId"":""101254801""}"
appearance-ability:wolverine5:leader-skill,wolverine5,leader,Leader Skill,101252006,Fighting Spirit,0,All Allies,,icon_wolverine_skill20,0,https://thanosvibs.money/api/characters/wolverine5/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""Enter the Phoenix"",""baseCharacter"":false,""sourceSkillId"":""101252006""}"
appearance-ability:wolverine5:passive,wolverine5,passive,Passive,101257601,Regenerative Healing Factor,0,,when HP is below 99 %,icon_wolverine_skill19,1,https://thanosvibs.money/api/characters/wolverine5/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""Enter the Phoenix"",""baseCharacter"":false,""sourceSkillId"":""101257601""}"
appearance-ability:wolverine5:tier-2-passive,wolverine5,passive,Tier-2 Passive,101257801,Weapon X,0,,,icon_wolverine_skill70,2,https://thanosvibs.money/api/characters/wolverine5/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""Enter the Phoenix"",""baseCharacter"":false,""sourceSkillId"":""101257801""}"
appearance-ability:wolverine5:uniform-passive,wolverine5,uniform_effect,Uniform Passive,101257901,Enter the Phoenix,0,,when HP is below 30 %,wolverine5,3,https://thanosvibs.money/api/characters/wolverine5/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""Enter the Phoenix"",""baseCharacter"":false,""sourceSkillId"":""101257901""}"
appearance-ability:wolverine6:leader-skill,wolverine6,leader,Leader Skill,101252006,Fighting Spirit,0,All Allies,,icon_wolverine_skill20,0,https://thanosvibs.money/api/characters/wolverine6/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""X Deaths of Wolverine"",""baseCharacter"":false,""sourceSkillId"":""101252006""}"
appearance-ability:wolverine6:passive,wolverine6,passive,Passive,121251001,Regenerative Healing Factor,0,,when HP is below 99 %,icon_wolverine_skill27,1,https://thanosvibs.money/api/characters/wolverine6/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""X Deaths of Wolverine"",""baseCharacter"":false,""sourceSkillId"":""121251001""}"
appearance-ability:wolverine6:tier-2-passive,wolverine6,passive,Tier-2 Passive,101257801,Weapon X,0,,,icon_wolverine_skill70,2,https://thanosvibs.money/api/characters/wolverine6/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""X Deaths of Wolverine"",""baseCharacter"":false,""sourceSkillId"":""101257801""}"
appearance-ability:wolverine6:uniform-passive,wolverine6,uniform_effect,Uniform Passive,121250801,X Deaths of Wolverine,0,,when HP is below 30 %,wolverine6,3,https://thanosvibs.money/api/characters/wolverine6/skills,"{""character"":""Wolverine"",""characterId"":""wolverine"",""uniform"":""X Deaths of Wolverine"",""baseCharacter"":false,""sourceSkillId"":""121250801""}"
